compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V22,Rationale V22,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V22,P1 Rationale V22,P2 Prob V22,P2 Rationale V22,P3 Prob V22,P3 Rationale V22,TCSP V22,salah_verdict,biological_risk
Dalcetrapib,,CETP inhibitor,Cholesteryl ester transfer protein (CETP),Dyslipidemia,Phase 3,,2012,Inefficacy,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,YZQLWPMZQVHJED-UHFFFAOYSA-N,6918540,OK,2012.0,98,"This molecule is a medicinal chemistry abomination. Structurally, it relies on a Thioester moiety (-SC(=O)-), which is a 'Hard Kill' alert for any chronic indication. Thioesters are high-energy acylating agents; in vivo, they are chemically unstable, prone to rapid hydrolysis (releasing a toxic thiophenol and a carboxylic acid) or non-specific protein acylation (haptenization risk). You are essentially dosing a reactive electrophile. Physically, the Left-Hand Side (LHS) is a 'Grease Ball'—a cyclohexane ring substituted with a branched alkyl chain—pushing the cLogP well into the 'Brick' zone (>6), guaranteeing poor solubility and high plasma protein binding. Combining a reactive warhead with extreme lipophilicity creates a 'Metabolic Sponge' that will accumulate in adipose tissue and liver. Per the Bio-Advisory, the target (CETP) is a clinical graveyard. Developing a reactive covalent modifier for a falsified hypothesis is not just futile; it is malpractice. Tox Summary: Not Clean (Reactive Thioester + Thiophenol release).",Low,"Thioester (Acylating agent), Thiophenol (Hydrolysis product, redox active), High Lipophilicity (Phospholipidosis risk)",0.2,"High risk of acute toxicity or instability. The thioester will likely hydrolyze in plasma, complicating PK/PD correlations. Thiophenol release raises safety flags.",0.05,"Even if it engages the target (likely via messy disulfide exchange), the CETP hypothesis is clinically falsified. Efficacy is highly unlikely to translate to CV benefit.",0.01,Commercial viability is zero. The combination of a 'Graveyard' target and a reactive chemical structure ensures regulatory rejection.,0.01,TERMINATE,"This is a textbook 'Graveyard' target. The CETP inhibition hypothesis (raising HDL-C to reduce CV events) has been clinically falsified by the high-profile Phase 3 failures of Torcetrapib (increased mortality/hypertension), Dalcetrapib, and Evacetrapib (futility). Even Anacetrapib, which worked technically, was abandoned due to massive adipose tissue accumulation (lipophilic sink). Biologically, the structure provided includes a thioester moiety, which is a massive liability for stability and reactivity (protein acylation risk). You are flogging a dead horse with a reactive stick."
Evacetrapib,,CETP inhibitor,Cholesteryl ester transfer protein (CETP),Dyslipidemia,Phase 3,,2015,Inefficacy (futility),clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC(=C2C(=C1)[C@H](CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,IHIUGIVXARLYHP-UXNJHFGPSA-N,49836058,OK,2015.0,92,"This molecule is the definition of 'Molecular Obesity.' Even without the biological advisory, the structure is a physicochemical disaster. The bis-trifluoromethylbenzyl group is a 'Grease Ball' tactic used to artificially inflate potency, pushing cLogP well beyond 6.0. Combined with the tetrahydroquinoline core and the cyclohexane linker, the Molecular Weight exceeds 600 Da, firmly classifying this as a 'Brick' (MW > 500, High LogP). This extreme lipophilicity explains the 'years-long half-life' mentioned in the advisory; this is not a drug, it is a tissue stain that will sequester in adipose tissue and phospholipid membranes. The carboxylic acid moiety attempts to rescue solubility but introduces the risk of reactive acyl glucuronides (DILI risk). The tetrazole adds nitrogen density but does not solve the fundamental solubility problem. Integrating the 50-point penalty for the failed CETP mechanism with these severe structural liabilities (Grease Tax + Brick Rule), this candidate is non-viable. Tox Summary: Not Clean (High accumulation risk).",High (Risk of Accumulation),"Bis-trifluoromethylbenzyl (Lipophilic accumulation), Carboxylic Acid (Acyl Glucuronide formation), Tetrazole (Idiosyncratic toxicity risk)",0.25,"Extreme lipophilicity creates a high risk of non-linear PK, accumulation, and off-target toxicity (hERG/Ion channels) driven by non-specific membrane binding.",0.1,"While it may move the HDL biomarker, the structural liabilities and the historical failure of the mechanism to translate to CV outcomes make success highly improbable.",0.01,Commercial suicide. No market for a 'me-too' failure in a graveyard class with a safety profile dominated by tissue accumulation.,0.05,TERMINATE,"You have chosen a target that defines the term 'Clinical Graveyard.' The CETP inhibitor class is the poster child for the failure of the 'HDL Hypothesis.' While these drugs successfully raise HDL-C, history (Torcetrapib, Dalcetrapib, Evacetrapib) proves this biomarker movement does not translate to reduced cardiovascular mortality. Torcetrapib actually increased mortality due to off-target aldosterone/blood pressure effects. Anacetrapib showed marginal benefit but accumulated in adipose tissue with a half-life measured in years. Pursuing CETP in the modern era of PCSK9s and generic statins is biological and commercial suicide."
Omapatrilat,,ACE/NEP dual inhibitor,Angiotensin-converting enzyme (ACE) and Neprilysin (NEP),Hypertension/HF,Phase 3,,2002,Angioedema risk vs SOC,clinical_failure,Cardiovascular,tox_safety,respiratory_toxicity,Discontinued for safety/tox,C1C[C@H](N2[C@H](C1)SCC[C@@H](C2=O)NC(=O)[C@H](CC3=CC=CC=C3)S)C(=O)O,LVRLSYPNFFBYCZ-VGWMRTNUSA-N,656629,OK,2002.0,98,"This structure is a masterclass in 'pyrrhic potency.' While the fused thiazepine-cyclopentane core provides an elegant, conformationally constrained peptidomimetic scaffold (minimizing entropic penalty), the inclusion of a free aliphatic thiol (-SH) as the Zinc Binding Group (ZBG) is a medicinal chemistry felony in the modern era. Thiols are chemically promiscuous: they undergo rapid oxidative dimerization, react with plasma proteins to form immunogenic haptens (risking idiosyncratic rash and bone marrow suppression), and are strongly linked to severe dysgeusia (metallic taste). The physicochemical profile (MW ~400, cLogP ~2.0) is deceptively attractive; the liability here is not lipophilicity, but intrinsic chemical reactivity and mechanism-based lethality. Integrating the Bio-Advisory: The dual ACE/NEP inhibition mechanism creates a 'perfect storm' for bradykinin accumulation, making life-threatening angioedema a statistical certainty rather than a risk. The 50-point penalty is fully justified. This molecule is a potent binder that kills the patient to save the target. Tox Summary: NOT CLEAN.",Low,"Free Thiol (-SH) [Reactive metabolite/Hapten formation], Peptidomimetic backbone [Proteolytic susceptibility]",0.1,Thiol moiety guarantees PK complexity (dimerization) and early adverse events (dysgeusia). Safety margins will be nonexistent.,0.05,"While hemodynamic efficacy is likely, the angioedema signal (mechanism-based) will emerge in larger cohorts, mandating termination.",0.01,Regulatory approval is impossible given the existence of safer ARNIs (Sacubitril) that decouple efficacy from the bradykinin risk.,0.01,TERMINATE,"This structure corresponds to Omapatrilat, the definitive case study for 'Mechanism-Based Toxicity.' While dual ACE/NEP inhibition provides superior hemodynamic efficacy, it is a biological dead end. The simultaneous blockade prevents the degradation of both Bradykinin (via ACE) and Substance P (via NEP). This synergistic accumulation leads to a 3-4x higher incidence of life-threatening angioedema compared to ACE inhibitors alone. The pharmaceutical industry has already pivoted to ARNIs (Angiotensin Receptor-Neprilysin Inhibitors like Sacubitril/Valsartan) to decouple the bradykinin risk from the efficacy. Re-attempting a dual ACE/NEP inhibitor is ignoring 20 years of clinical history. Additionally, the thiol moiety introduces risks of dysgeusia and idiosyncratic immune reactions."
Setipiprant,,CRTH2 antagonist,Prostaglandin D2 receptor 2 (DP2 / CRTH2),Asthma/allergy,Phase 3,,2015,Inefficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54,IHAXLPDVOWLUOS-UHFFFAOYSA-N,49843471,OK,2015.0,94,"This structure represents a medicinal chemistry philosophy from a bygone era, heavily reliant on 'grease' to drive potency. The core tetrahydro-gamma-carboline scaffold is rigid and acceptable, but the decoration is chemically offensive. The N-naphthoyl moiety is a 'lazy' hydrophobic filler; it adds significant lipophilicity (cLogP penalty) and introduces a metabolic liability via potential naphthalene epoxidation (arene oxide formation). Furthermore, the combination of a lipophilic scaffold (cLogP > 4) with a carboxylic acid tail creates a high risk for the formation of reactive acyl glucuronides. This aligns perfectly with the 'Rule of Two' for DILI (Drug-Induced Liver Injury): high lipophilicity + high daily dose (>100mg predicted). When combined with Salah's 'Hard Kill' advisory regarding the futility of the CRTH2 target, this asset is effectively dead. The chemistry fails to mitigate the biological risk; instead, it amplifies the safety burden. Tox Summary: Not Clean (DILI/Reactive Metabolite risk).",Low,"Naphthalene ring (epoxidation/quinone risk), Carboxylic acid (acyl glucuronide formation), Indole core (electron-rich oxidation).",0.55,Moderate risk of transaminase elevations due to lipophilic acid structure and potential for reactive metabolite formation (acyl glucuronides).,0.05,Target is a confirmed clinical graveyard. Efficacy in severe asthma is unlikely to surpass standard of care or upstream biologics.,0.05,Commercial viability is negligible given the history of failures in this class and the likely hepatic safety monitoring requirements.,0.0014,TERMINATE,"CRTH2 (DP2) is the 'Siren Song' of respiratory immunology—a clinical graveyard. Despite compelling preclinical data regarding Th2 cell recruitment, the target has suffered catastrophic late-stage failures across the industry (Novartis' Fevipiprant, Gossamer's GB001, AstraZeneca's AZD1981). The biological redundancy of the inflammatory cascade in severe asthma renders single-node blockade of PGD2 signaling clinically futile compared to upstream biologics (anti-IL4/13, anti-TSLP). Structurally, this tetrahydro-gamma-carboline scaffold suggests a high daily dose burden (>100mg) is required to drive lung receptor occupancy, creating a poor risk/benefit ratio: high hepatic load for a mechanism proven to lack efficacy."
Fevipiprant,,CRTH2 antagonist,Prostaglandin D2 receptor 2 (DP2 / CRTH2),Asthma,Phase 3,,2019,Inefficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C2=C(N1CC3=C(C=C(C=C3)S(=O)(=O)C)C(F)(F)F)N=CC=C2)CC(=O)O,GFPPXZDRVCSVNR-UHFFFAOYSA-N,23582412,OK,2019.0,85,"This molecule is a 'Siren Song' of medicinal chemistry: structurally seductive but clinically fatal. From a purely physicochemical standpoint, the design is elite. The transition from the legacy indole scaffold to the 7-azaindole (pyrrolo[2,3-b]pyridine) core is a textbook maneuver to lower electron density (HOMO), thereby reducing the oxidative instability and bioactivation risks associated with electron-rich indoles. The LipE is expertly managed by balancing the lipophilic trifluoromethyl group with the polar methylsulfone, keeping the cLogP in the Goldilocks zone (2.0-3.0) while maintaining potency. 

However, the Biological Advisory acts as a hard veto. The presence of the carboxylic acid—essential for the CRTH2 pharmacophore—is the critical flaw when combined with the advisory's note on 'High Dose Requirement (>100mg)'. At low doses, acyl glucuronides are manageable; at >100mg/day, they saturate clearance pathways and pose a significant risk of covalent binding (haptenization) and DILI. You have engineered a high-fidelity molecule for a target that has repeatedly failed to translate. The chemistry is sound, but the project is dead. Tox Summary: Not Clean (High-dose DILI risk via Acyl Glucuronide).",Medium,"Carboxylic Acid (High risk of Acyl Glucuronide formation at high doses), Azaindole Nitrogen (Potential N-oxide formation)",0.6,"Physicochemical properties are sound, suggesting decent oral bioavailability. However, the high dose requirement increases the risk of observing transaminase elevations (DILI signals) even in healthy volunteers.",0.1,"The 'Clinical Graveyard' advisory is the primary driver here. Despite target engagement, the redundancy of the PGD2 pathway in severe asthma suggests a failure to demonstrate clinical efficacy (FEV1/Exacerbations) over standard of care.",0.05,"Even if technical success is achieved, the commercial viability against injectable biologics (anti-IL5/4/13) is negligible without a massive safety margin, which the high dose precludes.",0.003,TERMINATE,"CRTH2 (DP2) is a definitive 'clinical graveyard' in respiratory medicine. Despite robust preclinical rationale and the ability to lower eosinophil counts (the 'biomarker trap'), this class has suffered catastrophic late-stage failures, most notably Novartis' Fevipiprant and Gossamer's GB001. The biological redundancy in severe asthma means that blocking the PGD2-CRTH2 axis is clinically insufficient compared to upstream biologic interventions (anti-IL5, anti-IL4/13). Additionally, to compete with local PGD2 concentrations in the lung, oral CRTH2 antagonists require high receptor occupancy (>90%), necessitating high daily doses (>100mg). This creates a high liver burden for a mechanism that has repeatedly failed to translate into improved FEV1 or reduced exacerbation rates."
Ibudilast,,PDE inhibitor,Phosphodiesterase-4 (PDE4) and TLR4,MS/ALS (various),Phase 2/3,,2018,Inefficacy (varies by program),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,ZJVFLBOZORBYFE-UHFFFAOYSA-N,3671,OK,2018.0,72,"This molecule is a 'Chemical Hummer'—small, but disproportionately lipophilic for its size. With a MW of ~230 and a cLogP approaching 3.0-3.5, the scaffold relies almost exclusively on non-specific hydrophobic packing (isopropyl/isobutyryl groups) for binding affinity. The complete absence of Hydrogen Bond Donors (HBD=0) and specific polar vectors suggests a 'flat' SAR and guarantees promiscuity across the kinome and PDE superfamily, validating the 'dirty polypharmacology' concerns in the bio-advisory. While the CNS MPO parameters (TPSA ~40, MW <300) theoretically favor brain penetration, the 'Grease per Heavy Atom' ratio is poor, indicating low Lipophilic Efficiency (LipE). The isopropyl methine protons are prime sites for rapid CYP3A4 hydroxylation, likely necessitating high daily doses. In the context of the PDE4 target class, high dosing is a death sentence due to the emetic ceiling. Salah's 35-point penalty is applied in full: this is a classic 'Lead-like' scaffold that lacks the selectivity features required for a modern CNS NCE. Tox Summary: Clean structure, but high off-target risk.",Low,"None (Structural), but Isopropyl methines are metabolic soft spots.",0.85,"Chemically stable, low MW, and no reactive toxicophores suggest a clean safety profile in healthy volunteers, barring off-target ion channel hits.",0.15,The 'Emesis vs. Efficacy' therapeutic window is the historical killer for this mechanism. The lack of selectivity (PDE3/10/Kinase) exacerbates tolerability risks.,0.1,Chronic safety and commercial viability are severely limited by the likely twice-daily or thrice-daily dosing regimen and GI side effect profile.,0.012,CAUTION,"This molecule is Ibudilast (or a close analog), a non-selective PDE inhibitor (PDE3/4/10) and MIF antagonist. While the chemistry is established, the biological target class for CNS indications is a minefield. PDE4 inhibition in the CNS is historically plagued by a narrow therapeutic index due to severe emesis (nausea/vomiting) mediated by the area postrema, which often caps dosing below the threshold required for robust neuroinflammation efficacy. Furthermore, the 'dirty' polypharmacology (hitting PDE3 and PDE10) introduces cardiovascular and motor risks. While it avoids the immediate hepatotoxicity of high-MW lipophilic compounds, the clinical attrition risk stems from poor tolerability and the historical failure of PDE inhibitors to translate preclinical neuroprotection into Phase 3 clinical benefit in Alzheimer's, MS, or ALS."
Latrepirdine,Latrepirdine (Dimebon),Antihistamine/Neuroprotective,"Histamine H1, 5-HT6 receptors and mitochondrial permeability transition pore",Alzheimer disease,Phase 3,,2010,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C,JNODQFNWMXFMEV-UHFFFAOYSA-N,197033,OK,2010.0,88,"Physicochemically, this molecule is a siren song. The metrics are seductive: MW ~320, cLogP ~3.5, and TPSA < 30 Å² constitute a 'Goldilocks' CNS profile that guarantees high blood-brain barrier penetration. However, chemically, this tetrahydro-gamma-carboline scaffold fused with a flexible pyridine-ethyl tail is the archetype of 'Old World' promiscuity. It lacks the requisite 3D complexity or vectoral rigidity to achieve selectivity, functioning instead as a 'dirty key' likely to hit H1, 5-HT, Alpha-adrenergic, and Dopamine receptors indiscriminately. The structure screams 'non-selective antihistamine' rather than 'precision neuroprotective.' While the low MW grants it 'Developability Credit' and likely safety in Phase 1 (low dose burden), the hERG pharmacophore (basic amine + lipophilic aromatic tail) is a looming liability. Integrating the Bio-Advisory: The 'mirage' of efficacy is structurally explained by this polypharmacology—off-target noise masquerading as signal. A perfect CNS MPO score cannot save a zombie mechanism. Tox Summary: Not Clean (Promiscuity/hERG risk).",Medium,"Tetrahydro-gamma-carboline core (GPCR Promiscuity), Pyridine-ethyl tail (hERG Pharmacophore), Benzylic methyls (Metabolic soft spots)",0.85,"High probability of passing Phase 1 due to low MW and likely low daily dose requirement, assuming hERG margins are managed.",0.1,The 'dirty' mechanism and lack of selective target engagement predict a catastrophic failure in efficacy translation.,0.05,Commercial viability is nullified by the inability to demonstrate clinical benefit over placebo in rigorous trials.,0.00425,TERMINATE,"This structure corresponds to Latrepirdine (Dimebon), a molecule that serves as a cautionary tale in modern CNS drug development. Originally a non-selective antihistamine, it was repurposed as a 'mitochondrial neuroprotector' for Alzheimer's Disease. While it passed safety hurdles (low dose burden ~20mg TID), the biological hypothesis was a mirage. It failed spectacularly in Western Phase 3 trials (CONNECTION, CONCERT) after promising Phase 2 data in Russia, likely due to statistical anomalies or site variances. The mechanism is 'dirty' (promiscuous GPCR binding including H1, 5-HT, and Alpha-adrenergic), and the 'neuroprotective' angle via mitochondrial permeability transition pore inhibition proved clinically irrelevant for AD outcomes. This is a zombie asset; the biology does not translate."
Minocycline,Minocycline (HD program),Tetracycline antibiotic,Bacterial 30S ribosome,Neurodegeneration (various),Phase 2/3,,2018,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,54675783,OK,2018.0,88,"This candidate represents a desperate medicinal chemistry attempt to force a polar, polyketide-derived antibiotic scaffold into the CNS compartment by appending a lipophilic dimethylamine 'grease ball' at the C7 position. While this modification successfully modulates the cLogD to allow BBB penetration (overcoming the massive TPSA of the core), it introduces a fatal structural flaw. The C7-dimethylamino-substituted aromatic ring creates an electron-rich aniline-like motif, which is a textbook structural alert for metabolic bioactivation into reactive quinone-imines. This mechanism aligns perfectly with the bio-advisory's warning of Drug-Induced Lupus and Autoimmune Hepatitis (haptenization of liver proteins). Furthermore, the 'Antibiotic Paradox' is disqualifying: repurposing a broad-spectrum antimicrobial for chronic CNS indications guarantees microbiome dysbiosis, undermining the very gut-brain axis required for neuroprotection. The vestibular toxicity is a direct physicochemical consequence of the localized lipophilicity interacting with lipid-rich inner ear structures. This is a 'Dirty Drug' profile: high potency, high toxicity, and a mechanism incompatible with chronic dosing. Tox Summary: NOT CLEAN.",Low,"C7-Dimethylamino-aryl moiety (Quinone-imine precursor/Idiosyncratic Tox), Beta-dicarbonyl/Phenolic enol system (Metal Chelation/Bone Deposition)",0.45,Acute CNS tolerability issues (vestibular/dizziness) driven by the lipophilic modification will likely limit the maximum tolerated dose (MTD) in healthy volunteers.,0.2,"While CNS penetration is achieved, the therapeutic window is non-existent. Efficacy signals in neuroprotection will be confounded by high dropout rates due to vertigo and GI distress.",0.05,Chronic safety is the killer. The structural alert for idiosyncratic autoimmune toxicity (Lupus/Hepatitis) combined with the certainty of microbiome ablation makes approval for a chronic CNS indication statistically impossible.,0.0045,CAUTION,"This molecule is Minocycline (or a close analog). While it is the only tetracycline with sufficient lipophilicity to penetrate the CNS (Elite PK), the biological cost is severe. 1) Vestibular Toxicity: High CNS concentrations trigger significant vertigo and dizziness, limiting tolerability. 2) Autoimmune Liability: This scaffold is uniquely associated with Drug-Induced Lupus (DIL) and Autoimmune Hepatitis upon chronic exposure. 3) The 'Antibiotic Paradox': Using a broad-spectrum antibiotic for chronic CNS indications (neuroprotection/psychiatry) guarantees microbiome ablation, risking C. diff and disrupting the gut-brain axis you are trying to treat. Historical attempts to repurpose this for ALS and Huntington's have failed due to futility or toxicity."
CERC-301,CERC-301 (MK-0657),NMDA NR2B antagonist,NMDA receptor GluN2B (NR2B) subunit,MDD,Phase 2,,2016,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC=C(C=C1)COC(=O)N2CC[C@@H]([C@@H](C2)F)CNC3=NC=CC=N3,RECBFDWSXWAXHY-IAGOWNOFSA-N,11394238,OK,2016.0,88,"This molecule is a masterclass in 'Deceptive Physicochemistry'. On the surface, the metrics are seductive: MW < 350, TPSA ~75, and a fluorinated core suggest elite CNS penetration. However, the structure is functionally doomed by the juxtaposition of a 'Metabolic Fuse' and a 'Narrow Index' target. 1) The 4-methylbenzyl carbamate tail is a glaring metabolic soft spot. Rapid benzylic oxidation (CYP mediated) will drive high clearance, forcing the dose upward. 2) The carbamate linker itself introduces unnecessary MW and potential hydrolytic instability without contributing to specific binding vectors, acting merely as a lipophilic vehicle. 3) The biological advisory is the final nail in the coffin: NR2B antagonists require sustained receptor occupancy that this high-clearance scaffold cannot provide without breaching the threshold for dissociative side effects. You have designed a compound that requires a high Cmax to work, guaranteeing it will hit the toxicity ceiling before achieving therapeutic coverage. It is a PK/PD trap. Tox Summary: Clean structure, but functionally toxic due to required dosing regimen.",Low,"4-Methylbenzyl group (Rapid Clearance/Benzylic Oxidation), Carbamate linker (Hydrolysis risk)",0.7,"Likely safe in single ascending dose. No overt toxicophores (nitro, hydrazine, etc.) or hERG flags (low basicity).",0.1,High probability of failure due to lack of efficacy at tolerable doses. The therapeutic window will close as the dose is pushed to combat high clearance.,0.05,Commercial viability is near zero given the historical failure rate of this mechanism and the specific metabolic liabilities of this scaffold.,0.15,TERMINATE,"The NMDA NR2B subunit is a classic 'Siren Song' of CNS pharmacology. While theoretically promising for depression (TRD) and pain without the psychotomimetic profile of non-selective blockers (like Ketamine/PCP), the clinical reality is a graveyard (e.g., Traxoprodil, Rislenemdaz). The therapeutic window is non-existent: receptor occupancy required for efficacy often overlaps with the threshold for dissociative side effects and cognitive impairment. Furthermore, the molecule's carbamate linker and solvent-exposed benzylic methyl group suggest high metabolic clearance. To maintain the necessary high CNS receptor occupancy against rapid clearance, you will be forced into a high-dose regimen (>100mg/day). High doses in a CNS agent with a narrow safety margin is a recipe for Phase 2 failure due to tolerability dropouts."
RG3487,,nAChR agonist/PAM,_7_ nicotinic acetylcholine receptor,Schizophrenia cognition,Phase 2,,2014,Inefficacy/tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN2CCC1[C@@H](C2)NC(=O)C3=NNC4=CC=CC=C43.Cl,CMRLNEYJEPELSM-BTQNPOSSSA-N,10380472,OK,2014.0,94,"This molecule is a medicinal chemistry 'Siren Song'. On paper, the physicochemical properties are elite: MW < 300, cLogP ~1.5, and high fraction sp3 suggest exceptional CNS penetration and LipE. However, the structure relies on the 3-aminoquinuclidine scaffold, a notoriously 'dirty' pharmacophore. 1) Selectivity: This basic bicyclic amine is a privileged structure for 5-HT3 receptors; without significant steric occlusion (which would ruin the CNS MPO), significant cross-reactivity is structurally inevitable, validating the Bio-Advisory's warning of GI toxicity (emesis). 2) Cardiac Safety: The molecule presents a textbook hERG pharmacophore: a highly basic center (quinuclidine pKa ~10) linked via a short amide spacer to a flat, aromatic indazole tail. 3) Mechanism: Integrating the Bio-Advisory, the alpha-7 nAChR agonist approach is chemically fraught with desensitization risks that this rigid, high-affinity binder will likely exacerbate. This is a perfect example of 'Good Properties, Fatal Flaw'. Tox Summary: Not Clean (hERG + 5-HT3 mediated Emesis).",Medium,"3-aminoquinuclidine (5-HT3/hERG liability), Indazole (potential idiosyncratic toxicity/glucuronidation)",0.3,High risk of GI intolerance (nausea/vomiting via 5-HT3) and QT prolongation (hERG) due to the basic quinuclidine-aromatic motif.,0.1,Severe risk of tachyphylaxis (receptor desensitization) and bell-shaped dose response characteristic of this scaffold/target class.,0.05,Historical attrition rate for this mechanism is near 100%; lack of sustained efficacy is the primary driver.,0.0015,TERMINATE,"The molecule features a 3-aminoquinuclidine scaffold linked to an indazole, a classic pharmacophore for alpha-7 nAChR agonists (reminiscent of Encenicline/EVP-6124 and Bradanicline). This target class is a notorious 'Clinical Graveyard' for CIAS (Cognitive Impairment in Schizophrenia) and Alzheimer's. The biological mechanism is fundamentally flawed due to rapid receptor desensitization, leading to tachyphylaxis in humans. Furthermore, these agents exhibit bell-shaped dose-response curves, making Phase 2 dose selection a game of roulette. Historical data shows a near 100% attrition rate in Phase 3 due to lack of sustained efficacy or GI toxicity (likely due to 5-HT3 cross-reactivity common with quinuclidines)."
Dexpramipexole,,Mitochondrial agent,Mitochondrial bioenergetics (mechanism complex; non-dopaminergic),ALS,Phase 3,,2013,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCCN[C@@H]1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-SSDOTTSWSA-N,59868,OK,2013.0,92,"Physicochemically, this tetrahydrobenzothiazole scaffold presents as a seductive 'Goldilocks' CNS candidate: MW ~211, cLogP ~1.5, and high fraction sp3 suggest excellent brain penetration and solubility. However, this is a medicinal chemistry mirage. The structure features a basic secondary amine tethered to a rigid aromatic bicycle—a privileged pharmacophore for aminergic GPCRs (Dopamine/Serotonin). The Bio-Advisory confirms a fatal 'Therapeutic Index Inversion': the molecule is a nanomolar GPCR agonist being repurposed for a micromolar mitochondrial target. To achieve mitochondrial efficacy, one must dose into a range that guarantees severe dopaminergic toxicity (hallucinations, hypotension). Additionally, the 2-aminothiazole moiety is a structural alert for idiosyncratic toxicity via potential metabolic activation (ring opening or S-oxidation). This is not a drug; it is a pharmacological dirty bomb where the side effect is 1000x more potent than the desired effect. Tox Summary: Not Clean (Mechanism-based toxicity).",Medium,"2-aminothiazole (bioactivation alert), Secondary aliphatic amine (N-dealkylation/GPCR promiscuity)",0.15,"High risk of dose-limiting CNS adverse events (nausea, hypotension) preventing the escalation required for mitochondrial engagement.",0.05,Efficacy for mitochondrial endpoints is highly improbable at tolerable doses. The 'Mitochondrial Modulator' history in CNS is a graveyard of translational failure.,0.01,Zero commercial viability for a neuroprotective agent that causes psychosis-like side effects.,0.01,TERMINATE,"This molecule is Pramipexole (S-enantiomer), a potent D2/D3 dopamine agonist. While it possesses low-potency mitochondrial antioxidant properties, the 'Mitochondrial' indication is a pharmacological trap. To achieve mitochondrial efficacy, you would likely need doses orders of magnitude higher than the dopaminergic ceiling. The result is not neuroprotection, but severe dopaminergic toxicity (hallucinations, hypotension, impulse control disorders). Furthermore, the 'Mitochondrial Modulator' class in CNS (e.g., Dexpramipexole) is a validated clinical graveyard, famously failing Phase 3 in ALS due to lack of translational efficacy."
