compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Tolrestat,,Aldose reductase inhibitor,Aldose reductase,Diabetic neuropathy,Approved,1989 (Canada),1997,Hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,LUBHDINQXIHVLS-UHFFFAOYSA-N,53359,OK,1989.0,88,"This molecule presents a deceptive profile: while the molecular weight and lipophilicity fall within acceptable CNS/peripheral limits, the structural integrity is compromised by a critical 'Hard Kill' alert: the thioamide moiety. In modern medicinal chemistry, replacing an amide oxygen with sulfur (C=S) is a desperate move for potency that incurs a massive safety tax. Thioamides are metabolically unstable, undergoing S-oxidation by FMOs and CYPs to form reactive sulfines and sulfenes. These electrophilic species covalently modify hepatic proteins, creating a high probability of idiosyncratic drug-induced liver injury (DILI) and severe cutaneous adverse reactions (e.g., SJS). Furthermore, the pendant carboxylic acid introduces the risk of reactive acyl glucuronide formation, while the electron-rich naphthalene core adds potential for arene oxide generation. This is a 'dirty' molecule designed to fail in chronic dosing. Tox Summary: Not Clean.",Low,"Thioamide (C=S, Bioactivation risk), Carboxylic Acid (Acyl Glucuronide), Naphthalene Core (Epoxidation risk)",0.4,High risk of early transaminase elevations due to oxidative metabolism of the sulfur center.,0.15,"While target engagement might be achieved, the accumulation of reactive metabolites poses a severe safety barrier.",0.05,"The combination of a thioamide and carboxylic acid creates an unacceptable risk profile for rare, idiosyncratic toxicity in large populations.",0.05
Bromfenac,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1997,1998,Severe liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,60726,OK,1997.0,82,"This molecule is a 'High Potency Trap'—a classic example of a structure that clears efficacy hurdles but fails catastrophically on safety. While the physicochemical properties (MW ~334, TPSA ~80) suggest excellent oral bioavailability, the metabolic liabilities are fatal for a systemic chronic therapy. The molecule features a 'Toxic Triad': 1) A **Primary Aniline**, which is a high-risk handle for bioactivation to reactive quinone imines or nitroso species; 2) A **Phenylacetic Acid** moiety, notorious for forming reactive acyl glucuronides that covalently bind to hepatic proteins; and 3) An **Aryl Bromide** / Benzophenone core that inflates lipophilicity (cLogP > 3.5), driving high hepatic load. This combination creates a perfect storm for Idiosyncratic Drug-Induced Liver Injury (DILI). Furthermore, the benzophenone core is a known phototoxicophore. Tox Summary: Not Clean (Severe DILI & Phototox Risk).",Low,"Primary Aniline (Bioactivation/Idiosyncratic Tox), Phenylacetic Acid (Reactive Acyl Glucuronide), Benzophenone (Phototoxicity), Aryl Bromide (Lipophilicity/Grease Tax)",0.85,Acute safety profile likely acceptable. Acidic functionality mitigates hERG risk. Phase 1 failure unlikely unless phototoxicity is assessed early.,0.6,Scaffold is a proven pharmacophore for enzyme inhibition (likely COX). Potency and exposure will likely meet efficacy endpoints.,0.1,High probability of late-stage attrition or post-marketing withdrawal due to hepatotoxicity (DILI) driven by the synergistic bioactivation of the aniline and acid moieties.,0.051
Trovafloxacin,,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1997,1999,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,62959,OK,1997.0,72,"This molecule is a fluoroquinolone derivative built on a 1,8-naphthyridine core, featuring a 2,4-difluorophenyl group at N1 and a strained azabicyclo[3.1.0]hexane amine at C7. While the scaffold guarantees high potency and broad-spectrum antibacterial activity (likely covering anaerobes due to the naphthyridine/side-chain combination), the structural liabilities are severe. 

1. **The 'Exotic' Amine Penalty**: The fused cyclopropane-pyrrolidine system is highly strained. Strained amines are notorious for metabolic bioactivation (ring opening, radical formation), acting as Mechanism-Based Inhibitors (MBI) of P450s or forming reactive intermediates capable of haptenization (immune-mediated toxicity).
2. **N-Aryl Liability**: Replacing the standard cyclopropyl/ethyl group at N1 with a 2,4-difluorophenyl moiety significantly increases lipophilicity (cLogP) and introduces a metabolic handle for defluorination or quinone-imine formation. 
3. **DILI Risk**: Antibiotics require high daily doses (>200mg). The combination of a high dose burden and two distinct bioactivation alerts (strained amine + electron-deficient N-aryl) creates a 'Perfect Storm' for Idiosyncratic Drug-Induced Liver Injury (DILI). 

Despite high potency, the safety margin is likely nonexistent. This is a classic example of 'over-engineering' a validated scaffold into a toxicity trap. Tox Summary: Not Clean.",Low,"Strained 3-azabicyclo[3.1.0]hexane (Bioactivation/MBI), 2,4-Difluorophenyl-N1 (Reactive metabolite risk), 1,8-Naphthyridine core (CYP1A2 inhibition potential)",0.6,High risk of transaminase elevations or early signs of hepatotoxicity. CNS side effects (dizziness) common with bicyclic quinolones.,0.85,Potency is unquestionable. The molecule will clear bacterial infections effectively in proof-of-concept studies.,0.1,Severe risk of idiosyncratic liver failure (DILI) in larger populations will likely lead to withdrawal or severe Black Box restrictions.,0.051
Ticlopidine,,Antiplatelet,P2Y-12 receptor (irreversible ADP receptor antagonist),Stroke prevention,Approved,1991,1990s-2000s,TTP / neutropenia (usage largely displaced/restricted),restricted,CNS,tox_safety,hematologic_toxicity,Withdrawn / restricted for safety,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,PHWBOXQYWZNQIN-UHFFFAOYSA-N,5472,OK,1991.0,72,"The candidate is a low-molecular-weight (MW ~264) thienopyridine derivative. While the low MW offers 'Developability Credit', the physicochemical profile is concerningly lipophilic (cLogP ~3.8) for such a small scaffold, placing it in the 'dense grease' category. The central tertiary amine (pKa ~8.5) flanked by a chlorobenzyl group and a fused thiophene creates a textbook hERG pharmacophore (basic center + hydrophobic tails), suggesting QT prolongation risk. 

The fatal flaw, however, is the 4,5,6,7-tetrahydrothieno[3,2-c]pyridine core. Thiophene moieties are notorious structural alerts for metabolic bioactivation. CYP450-mediated S-oxidation typically yields thiophene-S-oxides, which are highly reactive electrophiles capable of Michael addition to glutathione or cellular proteins. Furthermore, the ring can open to form reactive thiol/aldehyde intermediates. This 'Metabolic Grenade' profile strongly correlates with Mechanism-Based Inhibition (MBI) of CYPs and idiosyncratic toxicities (DILI, bone marrow suppression) due to haptenization. Unless this is a deliberate covalent prodrug strategy, the scaffold is chemically promiscuous and unsafe for chronic dosing. Tox Summary: Not Clean.",Low,"Thiophene ring (S-oxidation/Bioactivation), Benzylic amine (N-dealkylation), Chlorobenzene (lipophilicity)",0.65,"Passable acute safety, but high PK variability and potential for non-linear metabolism due to MBI risks.",0.35,"Target engagement likely, but 'grease-driven' potency often fails to translate to in vivo efficacy without high free fraction.",0.1,High probability of late-stage attrition due to idiosyncratic toxicity (agranulocytosis/hepatotoxicity) driven by the reactive thiophene metabolites.,0.02
Fenoterol,,_2_ agonist,_2_-adrenergic receptor,Asthma,Approved,1971 (Germany),1990s,Increased mortality signal (regional actions),restricted,CNS,risk_benefit,respiratory_toxicity,Withdrawn / restricted for safety,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,LSLYOANBFKQKPT-UHFFFAOYSA-N,3343,OK,1971.0,48,"This molecule is a 'Polarity Trap'. While the scaffold exhibits high Ligand Efficiency (LE) and fits the classic biogenic amine GPCR pharmacophore (likely Adrenergic), it suffers from excessive polarity for a modern oral NCE. The presence of three phenolic hydroxyls, a secondary alcohol, and a secondary amine results in a Hydrogen Bond Donor (HBD) count of 5, pushing the upper limit of developability and severely limiting passive permeability. Furthermore, the molecule acts as a 'Phase II Sponge'; the exposed phenols (particularly the resorcinol motif) guarantee rapid clearance via glucuronidation and sulfation, likely rendering oral bioavailability negligible. The structure demands inhalation or parenteral delivery. Functional toxicity risks (cardiovascular agonism) are inherent to the pharmacophore. Tox Summary: Clean structure, but metabolically labile.",Low,"Resorcinol moiety (Thyroid Peroxidase inhibition risk), Phenol (Quinone Methide potential via bioactivation), Beta-ethanolamine (Cardiovascular liability).",0.75,"Acute safety is likely manageable, though functional cardiovascular side effects (tachycardia) are a high risk given the adrenergic pharmacophore.",0.3,"Efficacy is highly dependent on the route of administration. As an oral agent, this fails due to first-pass metabolism. As an inhaled agent, probability increases, but the chemical space is generic.",0.15,Commercial viability is limited by the need for specialized delivery devices or frequent dosing due to short half-life.,0.15
Ondansetron,Ondansetron (high-dose IV restrictions),5-HT3 antagonist,5-HT3 receptor,Antiemetic,Approved,1991,2012,QT prolongation (dose-dependent risk),restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N,4595,OK,1991.0,15,"This molecule is a masterclass in 'Ligand Efficiency' and physicochemical hygiene. With a MW < 300 and cLogP ~2.4, it sits squarely in the 'Goldilocks Zone' for CNS penetration and oral bioavailability. The tetrahydrocarbazol-4-one core is a privileged scaffold, effectively rigidifying the indole-ethylamine pharmacophore (likely targeting serotonergic GPCRs) while minimizing entropic penalties. The use of a 2-methylimidazole is a sophisticated tactical choice: it provides the requisite basicity (pKa ~7.4) for target engagement while the 2-methyl substituent sterically hinders direct heme-iron coordination, mitigating the typical CYP inhibition risks associated with azoles. However, the topology—a basic center linked to a lipophilic aromatic core—is a classic hERG pharmacophore, necessitating rigorous cardiac safety profiling. The vinylogous amide (enaminone) embedded in the core is electronically stabilized by the indole nitrogen but remains a potential locus for metabolic oxidation. Tox Summary: Clean, with specific watch-outs for QT prolongation and CYP interactions.",Medium,"Imidazole (CYP inhibition risk), Conjugated enaminone (potential Michael acceptor/metabolic soft spot)",0.85,"Elite physicochemical properties minimize off-target toxicity risks. Main liability is hERG (QT prolongation), but the small size and rigidity often mitigate the magnitude of the block compared to flexible linkers.",0.65,"High permeability and likely high CNS/gut exposure suggest excellent target engagement. If potency is adequate, efficacy probability is high.",0.45,Commercial viability is strong due to low cost of goods (simple synthesis) and high oral bioavailability. Long-term safety is likely favorable barring idiosyncratic DILI.,0.25
Erythromycin,Erythromycin (risk management),Macrolide antibiotic,50S ribosomal subunit; also Motilin receptor agonist,Infection,Approved,1952,2017/2022,QT prolongation / torsades risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,12560,OK,1952.0,78,"This structure is a textbook example of 'Molecular Obesity'. With a MW > 700 and TPSA well over 150 Å², this molecule violates every canon of oral bioavailability. It relies entirely on 'chameleonic' collapse or active transport to permeate, which is a high-risk strategy for an NCE. Structurally, the basic dimethylamine moiety tethered to a massive lipophilic macrocycle constitutes a classic hERG pharmacophore (Red Flag: QT prolongation risk). Furthermore, the specific arrangement of the ketone and hydroxyls within the ring creates a high liability for acid-catalyzed intramolecular cyclization (spiroketal formation), predicting poor stability in gastric pH. The N-dimethyl group is also a metabolic soft spot, priming the molecule for N-demethylation and potential Mechanism-Based Inhibition (MBI) of CYP3A4 via nitroso-alkane complex formation. While likely potent against its target, the developability profile is atrocious. Tox Summary: Not Clean (hERG + DDI + Acid Instability).",Low,"Dimethylamine (MBI/CYP Inhibition risk), 14-membered lactone (Acid lability/GI Motility agonism), Multiple secondary alcohols (Glucuronidation sinks).",0.3,High risk of QT prolongation (hERG) and GI intolerance due to motilin receptor cross-reactivity common with this scaffold. Acid instability may lead to erratic exposure.,0.4,"Efficacy is plausible if exposure is maintained, but high inter-patient variability in PK is expected due to metabolism and solubility issues.",0.15,Commercial viability is threatened by a dirty safety profile: significant drug-drug interaction potential (CYP inhibition) and cardiac safety warnings.,0.25
Clarithromycin,Clarithromycin (risk management),Macrolide antibiotic,50S ribosomal subunit,Infection,Approved,1991,2018,QT prolongation / arrhythmia risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,84029,OK,1991.0,78,"This molecule is a textbook example of 'Molecular Obesity' (MW > 730, TPSA > 180). While the high fraction of sp3 carbons (Fsp3) and specific 3D architecture suggest potent binding to a large pocket (likely ribosomal), the physicochemical profile presents severe developability hurdles for an NCE. 

Major Liabilities:
1. **Chemical Instability (The 'Acid Kill')**: The C9 ketone is spatially proximal to the C6 hydroxyl group. In an acidic environment (gastric pH), this motif will undergo rapid intramolecular cyclization to form a hemiketal (spiroketal), destroying the pharmacophore and rendering the molecule inactive before absorption. This requires enteric coating or structural modification (e.g., C6-O-methylation) to fix.
2. **Metabolic Suicide (MBI)**: The dimethylamino moiety on the sugar appendage is a high-risk alert for Mechanism-Based Inhibition (MBI) of CYP3A4. N-demethylation generates a nitroso intermediate that forms a tight complex with the heme iron, leading to severe Drug-Drug Interactions (DDI).
3. **Permeability**: With 5 H-bond donors and MW > 700, passive permeability is negligible. Efficacy relies entirely on carrier-mediated transport or 'chameleonic' intramolecular H-bonding, which is risky.

Tox Summary: Not Clean (High DDI risk, Acid Labile, QTc alert).",Low,"Dimethylamine (CYP3A4 MBI/Nitroso complex), C9-Ketone/C6-OH motif (Acid-catalyzed spiroketalization), Macrocyclic lactone (QTc liability).",0.3,High risk of PK failure due to gastric acid instability. Safety signals regarding QTc prolongation and CYP inhibition will complicate dose escalation.,0.2,"While likely potent, the erratic bioavailability (due to acid degradation) and GI tolerability issues (motilin receptor off-target risk common in this scaffold) threaten proof-of-concept.",0.1,Commercial viability is severely compromised by the DDI profile (CYP3A4 inhibition) and dosing complexity compared to chemically stable competitors.,0.15
Halofantrine,,Antimalarial,Mechanism not fully clear; inhibits hemozoin formation,Malaria,Approved,1992,early 2000s,QT prolongation / arrhythmias,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,37393,OK,1992.0,94,"This molecule is a masterclass in 'molecular obesity' and a textbook example of what to avoid in modern medicinal chemistry. The structure consists of a massive, rigid, halogenated phenanthrene core linked to a highly lipophilic dibutylamino tail. 1) **The Grease Tax**: With a cLogP likely exceeding 8.0 and a MW bordering 500, this molecule relies entirely on non-specific hydrophobic interactions for binding. The Lipophilic Efficiency (LipE) is abysmal. 2) **hERG Liability (Hard Kill)**: The architecture—a large lipophilic aromatic plate connected via a short spacer to a basic amine (pKa ~9)—is the canonical pharmacophore for hERG channel blockade. This predicts severe QT prolongation and arrhythmia risk. 3) **Developability**: The extreme lipophilicity combined with the cationic center defines it as a Cationic Amphiphilic Drug (CAD), guaranteeing lysosomal trapping, phospholipidosis, and massive volume of distribution with tissue accumulation. Aqueous solubility will be effectively zero, leading to erratic absorption and significant food effects. This is not a lead; it is a lipophilic poison. Tox Summary: Not Clean (High Cardiotoxicity Risk).",Low,"Dibutylamino moiety (Lipophilicity/Metabolism), Phenanthrene core (hERG anchor/Intercalation risk), Trifluoromethyl/Dichloro substitution (Excessive lipophilicity).",0.15,High probability of failure in safety pharmacology (GLP hERG) or Phase 1 SAD/MAD due to QT prolongation signals. Erratic PK due to solubility limits will complicate dosing.,0.1,"Even if efficacy is demonstrated, the therapeutic index will be non-existent due to the cardiac safety margin. Phospholipidosis findings in chronic tox studies may also halt development.",0.05,"Commercial viability is near zero. If approved, it would carry a Black Box warning for sudden cardiac death, restricting it to a 'drug of last resort'.",0.00075
Pentamidine,,Antiprotozoal,Binds to DNA minor groove; inhibits topoisomerases,"Pneumocystis, leishmaniasis",Approved,1984,1990-1991,QT prolongation / torsades risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,XDRYMKDFEDOLFX-UHFFFAOYSA-N,4735,OK,1984.0,82,"This molecule is a 'Molecular Dumbbell'—two highly basic benzamidine moieties separated by a flexible pentyl-dioxy linker. From a medicinal chemistry perspective, this is a physicochemical disaster for a general NCE. 1) **Permeability Void**: With a pKa > 11 for both amidine groups, this molecule exists as a permanent dication at physiological pH. Oral bioavailability will be negligible (BCS Class III/IV), forcing IV administration. 2) **The hERG Trap**: The topology of two cationic centers separated by a hydrophobic spacer (~12-14 Å) is the textbook pharmacophore for high-affinity hERG blockade. QT prolongation risk is critical. 3) **Promiscuity**: Bis-cations of this shape are known to bind indiscriminately to the minor groove of AT-rich DNA sequences (genotoxicity risk) and accumulate in lysosomes via cation trapping (phospholipidosis/nephrotoxicity). This is not a precision tool; it is an electrostatic sledgehammer. Tox Summary: Not Clean.",High (Renal Clearance Dominant),"Bis-benzamidine (pKa ~11), Flexible lipophilic linker (hERG/DNA binding motif)",0.2,"Severe safety liabilities. High probability of QT prolongation, acute hypotension (histamine release), and injection site reactions. Therapeutic window is likely narrow.",0.3,"Efficacy is strictly limited to extracellular or transporter-accessible targets (e.g., anti-infective). Zero utility for intracellular or CNS targets due to polarity.",0.1,"Commercial viability is decimated by the requirement for parenteral administration and a 'dirty' safety profile (Nephrotoxicity, Pancreatic toxicity risks).",0.06
Perhexiline,Perhexiline (restricted hepatotoxicity),CPT inhibitor,Carnitine Palmitoyltransferase 1 and 2 (CPT-1/2),Angina,Approved,1970s (France),1980s,Hepatotoxicity,clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N,4746,OK,1970.0,82,"This molecule is a medicinal chemistry relic that violates nearly every modern rule of developability. Structurally, it is a 'Grease Ball' consisting of a highly lipophilic dicyclohexyl tail linked to a basic piperidine headgroup. With a cLogP likely exceeding 5.0 and a TPSA of only ~12 Å², it relies entirely on non-specific hydrophobic interactions for binding affinity, resulting in abysmal Lipophilic Efficiency (LipE). 

Crucially, this structure is the textbook definition of a Cationic Amphiphilic Drug (CAD). The combination of a high-pKa basic amine (piperidine) and a massive hydrophobic domain guarantees lysosomal trapping, leading to a high probability of phospholipidosis (drug-induced lipid storage disorder). Furthermore, the structural motif (Basic Center + Linker + Hydrophobic Cluster) maps perfectly onto the hERG pharmacophore, flagging a severe risk of QT prolongation. 

Metabolically, the lack of polar handles implies clearance will be entirely dependent on oxidative metabolism (likely CYP2D6), introducing significant pharmacogenetic variability risks. While the low MW (<300) is technically attractive, the physicochemical profile is toxic. Tox Summary: Not Clean (High risk of Phospholipidosis, hERG inhibition, and Hepatotoxicity).",Low,"Cationic Amphiphilic Drug (CAD) motif (High pKa amine + Lipophilic tail), hERG pharmacophore",0.35,High risk of QT prolongation (hERG) and non-linear pharmacokinetics due to saturation of metabolic clearance or lysosomal sequestration.,0.15,"While efficacy is possible (likely via ion channel modulation), the therapeutic window will be non-existent due to off-target toxicity and variable exposure.",0.05,"Chronic administration will likely reveal phospholipidosis-induced organ damage (liver/nerves) or cardiac safety issues, leading to withdrawal or black-box warnings.",0.1
Zatosetron,,5-HT3 antagonist,5-HT3 receptor,Migraine,Phase 2,,1990s,The study failed to demonstrate a significant improvement over placebo in reducing migraine severity or duration.,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1(CC2=C(O1)C(=CC(=C2)Cl)C(=O)NC3C[C@H]4CC[C@@H](C3)N4C)C,SPKBYQZELVEOLL-GOOCMWNKSA-N,6918154,OK,1990.0,42,"This molecule is a textbook example of 'Privileged Structure' optimization, fusing a rigid, basic tropane scaffold with a lipophilic dihydrobenzofuran headgroup. 

**Positives:**
1. **Physicochemical Goldilocks Zone:** With an estimated MW ~350 and cLogP ~3.0, this sits perfectly in the CNS/Oral absorption sweet spot. The TPSA (~40 Å²) ensures high BBB permeability.
2. **Metabolic Hardening:** The gem-dimethyl group on the dihydrobenzofuran effectively blocks benzylic oxidation, and the aryl chloride blocks the para-position, forcing metabolism to the likely N-demethylation of the tropane, which is a manageable clearance route.
3. **Entropic Advantage:** The rigid bicyclic tropane amine pre-organizes the basic nitrogen vector, likely resulting in high potency and excellent Lipophilic Efficiency (LipE).

**Negatives (The Killers):**
1. **hERG Liability (Red Alert):** This structure screams Class III antiarrhythmic / hERG blocker. It possesses the classic pharmacophore: a highly basic center (tropane nitrogen, pKa ~9.5) linked via a rigid spacer to a lipophilic aromatic moiety. The distance and geometry are dangerously close to the hERG binding pocket requirements. This is the primary attrition risk.
2. **CNS Side Effects:** While BBB penetration is good, for targets like 5-HT3 (often peripheral for GI indications), high brain levels could lead to unnecessary CNS adverse events.
3. **Promiscuity:** The basic tropane scaffold is historically 'dirty', often hitting muscarinic or other serotonergic subtypes unless perfectly tuned.

**Conclusion:** A highly optimized, potent lead that likely suffers from a narrow therapeutic window due to QT prolongation risks.",Medium-High,Tropane-Aryl Linkage (hERG Pharmacophore),0.65,Physicochemical properties are excellent for oral bioavailability. The major hurdle is cardiovascular safety (QTc prolongation) in healthy volunteers.,0.45,"If it clears the hERG hurdle, the scaffold is proven for GPCR antagonism. Efficacy is likely, provided the target hypothesis holds.",0.2,Commercial viability is threatened by the crowded landscape of similar agents and the potential for a 'black box' warning regarding cardiac safety.,0.35
Zatebradine,,If_ channel inhibitor,HCN channels (Hyperpolarization-activated cyclic nucleotide-gated),Angina,Phase 3,,1996,Visual/CNS AEs and lack of efficacy,clinical_failure,Cardiovascular,tox_safety,neurotoxicity,Discontinued for safety/tox,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CCC3=CC(=C(C=C3)OC)OC,KEDQCFRVSHYKLR-UHFFFAOYSA-N,65637,OK,1996.0,82,"This molecule is a textbook example of a 'hERG Trap'. The central basic tertiary amine (pKa ~9.5), flanked by flexible trimethylene linkers connecting two lipophilic, electron-rich aromatic domains (dimethoxybenzene and dimethoxybenzazepinone), creates a perfect pharmacophore for blocking the hERG potassium channel. This 'dumbbell' shape with a cationic center is statistically correlated with QT prolongation and Torsades de Pointes risk. Beyond cardiac safety, the molecule is a 'Metabolic Christmas Tree': the four methoxy groups and the N-alkyl/N-methyl amine motifs are prime sites for rapid oxidative clearance (O-demethylation, N-dealkylation) by CYP2D6 and CYP3A4, predicting poor oral bioavailability and high inter-patient variability. The high rotatable bond count (>10) imposes a severe entropic penalty on binding, suggesting that any observed potency is driven by non-specific lipophilic interactions ('grease') rather than precise molecular recognition. Tox Summary: Not Clean (High hERG Risk + High Metabolic Clearance).",Low,"Basic amine with lipophilic linkers (hERG liability), Electron-rich dimethoxybenzenes (Quinone-methide formation risk upon oxidation), N-methyl group (N-dealkylation).",0.15,High probability of QT prolongation due to structural hERG alerts. Safety margins will likely be insufficient for dose escalation.,0.2,Rapid clearance and likely high protein binding will make achieving therapeutic exposure difficult without toxic peak levels.,0.05,"Even if efficacy is shown, the safety window against cardiac events and potential visual disturbances (common with this scaffold class) will likely preclude commercial viability.",0.0015
Vesnarinone,,Inotropic agent,Voltage-gated K+ channels and PDE3 inhibition,Heart failure,Phase 3,,1993,Increased cardiac mortality ,clinical_failure,Cardiovascular,tox_safety,cardiotoxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,5663,OK,1993.0,55,"Physicochemically, this molecule is a 'siren song'. It sits perfectly in the Goldilocks zone (MW < 400, cLogP ~2.0, TPSA ~75), suggesting excellent oral bioavailability and CNS penetration potential. However, the structure is a deceptive trap. The molecule consists of a 3,4-dimethoxybenzoyl moiety linked to a dihydroquinolinone (carbostyril) via a piperazine. 

1. **Pharmacophore Risk**: The carbostyril scaffold is a privileged structure for PDE3 inhibition and ion channel modulation. While this promises potency, it carries a heavy 'Cardiac Tax'—specifically risks of arrhythmia and increased mortality in heart failure populations, independent of hERG.
2. **Metabolic Liability**: The molecule lacks a strong basic center (both nitrogens are essentially non-basic: one amide, one N-aryl), which is good for hERG but bad for solubility, forcing reliance on the 'grease'. Furthermore, the electron-rich 3,4-dimethoxybenzene and the N-aryl piperazine moiety are prime substrates for P450 bioactivation. The formation of reactive quinone-imines or radical cations is a significant risk for idiosyncratic toxicity (e.g., agranulocytosis or DILI).

Verdict: A developable molecule that will likely pass Phase 1 but fail later due to mechanism-based cardiac issues or idiosyncratic toxicity. Tox Summary: Not Clean.",Medium,"3,4-dimethoxybenzene (Quinone precursor), N-aryl piperazine (Reactive metabolite risk), Carbostyril (PDE3/Cardiac liability)",0.85,Excellent physicochemical properties and lack of overt 'hard kill' toxicophores suggest smooth sailing through initial safety and PK.,0.4,"Target engagement is likely, but the therapeutic window will be narrowed by mechanism-based cardiac side effects (palpitations, arrhythmia).",0.1,High risk of attrition due to idiosyncratic toxicity (blood dyscrasias) or long-term cardiac mortality signals common to this scaffold class.,0.34
