compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V22,Rationale V22,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V22,P1 Rationale V22,P2 Prob V22,P2 Rationale V22,P3 Prob V22,P3 Rationale V22,TCSP V22,salah_verdict,biological_risk
Bepridil,,Calcium channel blocker,L-type Ca2+ channels and Voltage-gated Na+ channels,Angina,Approved,1990,2004,Torsades/QT prolongation,market_withdrawal,Cardiovascular,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,UIEATEWHFDRYRU-UHFFFAOYSA-N,2351,OK,1990.0,98,"This molecule is a masterclass in 'Molecular Obesity' and structural liability. Chemically, it presents as a 'Grease Ball' with an estimated cLogP > 5.5 and minimal polar surface area, violating the fundamental LipE guidelines for modern CNS or CV drugs. The structural topology—a basic pyrrolidine nitrogen (pKa ~9.5) linked via a short flexible chain to a massive hydrophobic 'butterfly' motif (N-phenyl-N-benzyl)—constitutes the canonical pharmacophore for high-affinity hERG blockade. This structural reality provides the mechanistic confirmation for the Bio-Advisory's 'TERMINATE' verdict regarding QT prolongation. Furthermore, the combination of extreme lipophilicity and the requisite high clinical dose (200-400 mg) triggers a critical DILI alert (Rule of Two), suggesting the liver will be overwhelmed by metabolic demand and transporter inhibition (BSEP). This is not a therapeutic candidate; it is a cardiotoxic probe. Tox Summary: NOT CLEAN.",Low,"N-phenyl-N-benzyl amine (hERG Pharmacophore), Lipophilic Isobutyl Ether (High Clearance driver), Basic Pyrrolidine (hERG anchor)",0.1,High risk of immediate termination due to QTc prolongation and hERG inhibition detected in safety pharmacology.,0.05,"Even if efficacy is shown, the therapeutic window will be non-existent compared to clean dihydropyridines.",0.01,"Commercial suicide. No regulatory body will approve a pro-arrhythmic, high-dose agent in a genericized landscape.",5e-05,TERMINATE,"This structure corresponds to Bepridil, a non-selective calcium channel blocker that serves as a historical warning, not a lead. While the CCB target class is validated, this specific scaffold is biologically 'dirty.' It possesses significant potassium channel blocking activity (hERG inhibition), leading to a well-documented risk of QT prolongation and Torsades de Pointes (fatal arrhythmias). Furthermore, the molecule requires a massive clinical dose (200-400 mg/day), placing immense stress on the liver and increasing the risk of idiosyncratic adverse events like agranulocytosis. In a landscape dominated by clean dihydropyridines (e.g., Amlodipine), developing a promiscuous, high-dose, pro-arrhythmic agent is clinical suicide."
Chlormezanone,,Muscle relaxant,Specific molecular target poorly defined; produces GABAergic-like sedation,Spasm,Approved,1958,1996,SJS/TEN,market_withdrawal,CNS,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,WEQAYVWKMWHEJO-UHFFFAOYSA-N,2717,OK,1958.0,98,"While the physicochemical profile (MW < 300, cLogP ~1.5, TPSA ~60) suggests an ideal CNS candidate on paper, this molecule is a chemical Trojan Horse. The scaffold is a tetrahydro-1,3-thiazin-4-one 1,1-dioxide, specifically featuring a hemiaminal-like linkage (N-C-S) at the C2 position. This carbon is chemically labile; the ring acts as a masked delivery system for 4-chlorobenzaldehyde. In vivo hydrolysis or oxidative metabolism at this center will release the aldehyde, which is a potent electrophile capable of forming Schiff bases with protein lysines. This haptenization mechanism is the textbook driver for idiosyncratic immune-mediated toxicity (SJS/TEN). Furthermore, the low molecular weight and lack of specific binding features imply low potency, necessitating high daily doses (>500mg) to achieve CNS effects. The combination of 'High Dose' and 'Reactive Metabolite Release' creates a perfect storm for severe cutaneous adverse reactions. The Bio-Advisory confirms this historical failure. This is not a drug; it is an immunotoxicological probe.",Low,"Masked 4-chlorobenzaldehyde (protein haptenization risk), Cyclic sulfonamide-like core (hypersensitivity).",0.05,High risk of idiosyncratic toxicity markers and potential for reactive metabolite formation in early safety screens.,0.01,"Efficacy would likely require massive doses, pushing the safety window into negative territory. SJS/TEN risk is unacceptable.",0.0,Withdrawn/Terminated profile. No commercial viability for a non-specific sedative with life-threatening side effects.,0.01,TERMINATE,"This structure corresponds to Chlormezanone, a centrally acting muscle relaxant. This molecule is a biological pariah. It was withdrawn from major markets (including the EU) due to an unacceptable risk of severe cutaneous adverse reactions, specifically Stevens-Johnson Syndrome (SJS) and Toxic Epidermal Necrolysis (TEN). The mechanism is a non-specific CNS depressant masquerading as a muscle relaxant, requiring high daily doses (often 300-800mg/day). This high body burden, combined with a known structural alert for idiosyncratic immune-mediated toxicity, makes it a non-starter. You are resurrecting a known killer."
Suprofen,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1985,1987,Renal toxicity (anuria),market_withdrawal,Pain,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,MDKGKXOCJGEUJW-UHFFFAOYSA-N,5359,OK,1985.0,96,"This structure represents a medicinal chemistry failure on multiple fronts, despite the validated COX-inhibiting 2-arylpropionic acid warhead. First, the inclusion of a thiophene ring is a significant structural alert; thiophenes are notorious for metabolic bioactivation (S-oxidation, epoxidation) leading to reactive intermediates and idiosyncratic toxicity. Second, the ketone linker adds unnecessary metabolic complexity (reduction to the alcohol creates a new chiral center). Third, and most critically, the Bio-Advisory regarding renal crystallization aligns perfectly with the physicochemical profile: a lipophilic acid (cLogP ~3.0) administered at the high doses required for NSAID efficacy will inevitably precipitate in the acidic environment of the renal tubules. We are looking at a 'Grease Tax' that is paid in kidney function. The combination of a metabolic toxicophore (thiophene) and a solubility-driven organ toxicity (crystallization) in a saturated therapeutic class warrants immediate termination. Tox Summary: Not Clean (Renal/Metabolic).",Low,"Thiophene (Bioactivation/S-oxidation), Carboxylic Acid (Acyl Glucuronide formation/DILI risk), Ketone (Reductive metabolism)",0.2,"High risk of acute renal events due to crystallization in healthy volunteers, plus potential for transaminase elevations from thiophene bioactivation.",0.05,"Efficacy is likely, but the safety signal (flank pain/renal failure) identified in the advisory will manifest rapidly in patient populations.",0.01,Zero commercial viability for a nephrotoxic NSAID in a market dominated by safer alternatives. Regulatory approval is impossible with this profile.,0.1,TERMINATE,"This molecule is Suprofen, a 2-arylpropionic acid NSAID that is a known clinical failure. It was withdrawn from the market (or severely restricted) due to 'Flank Pain Syndrome'—a specific form of acute renal failure caused by intratubular crystallization of the drug and uricosuric effects. While the COX target is validated, the NSAID class requires high daily doses (often >200mg), and this specific scaffold cannot handle that burden without destroying the kidneys. The thiophene-ketone moiety adds metabolic complexity, but the renal toxicity is the primary hard kill. There is no clinical rationale for resurrecting a nephrotoxic generic in a saturated pain market."
Zomepirac,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1980,1983,Anaphylaxis/severe hypersensitivity,market_withdrawal,Pain,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,ZXVNMYWKKDOREA-UHFFFAOYSA-N,5733,OK,1980.0,95,"Physicochemically, this N-methylpyrrole derivative is a siren song. With a MW < 300 and cLogP ~2.7, it exhibits 'Goldilocks' properties and likely high Ligand Efficiency (LE). However, the structural audit reveals a fatal liability hidden in plain sight: the arylacetic acid moiety. While carboxylic acids are standard for NSAID potency (ion-pairing with Arg in COX), this specific scaffold—an electron-rich pyrrole linked to an acetic acid—is a textbook generator of reactive acyl glucuronides. As noted in the Bio-Advisory, these unstable conjugates undergo nucleophilic attack by plasma proteins (transacylation), leading to haptenization and subsequent anaphylaxis. The p-chlorobenzoyl group adds lipophilicity without metabolic relief. Despite elite physical numbers, the confirmed mechanism of immune-mediated toxicity and the 'Hard Kill' advisory regarding historical withdrawal mandate a near-maximum penalty. This is a 'Wolf in Sheep's Clothing'—chemically attractive but biologically lethal.",Low,"Arylacetic acid (Reactive Acyl Glucuronide formation), Electron-rich Pyrrole core (Oxidative liability)",0.1,High risk of idiosyncratic adverse drug reactions (IADRs) and hypersensitivity. The formation of reactive metabolites poses an immediate safety threat.,0.05,"While efficacy in pain models is likely high due to COX inhibition, the safety signal (liver/kidney toxicity and anaphylaxis) will likely terminate development.",0.01,Commercial viability is zero due to the established history of withdrawal and severe safety profile. No therapeutic window exists.,0.05,TERMINATE,"This molecule is Zomepirac, a non-steroidal anti-inflammatory drug (NSAID) withdrawn from the market in 1983. While the COX inhibition mechanism is validated for pain, this specific scaffold illustrates the lethal flaw of high-dose carboxylic acid drugs. The arylacetic acid moiety undergoes metabolism to form reactive acyl glucuronides. These electrophilic species covalently bind to plasma and tissue proteins (haptenization), triggering severe immune-mediated hypersensitivity reactions (anaphylaxis) and idiosyncratic toxicity. The liver and kidney burden at the required therapeutic doses makes this a biological non-starter. You are resurrecting a clinical corpse."
Fenfluramine,Fenfluramine (Pondimin),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1973,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-UHFFFAOYSA-N,3337,OK,1973.0,94,"This structure represents a 'Greasy Amine' phenotype—a low MW (<250), high cLogP (~3.5) phenethylamine lacking the polar vectors required for target selectivity. While CNS penetration is guaranteed (TPSA < 20, low HBD), the scaffold is a promiscuous GPCR/Transporter hitter. The alpha-methyl group effectively blocks MAO-mediated degradation, forcing metabolic clearance through CYP-mediated N-dealkylation. As highlighted in the Bio-Advisory, this specific metabolic route removes the ethyl group to generate a primary amine metabolite. In this chemical series, the primary amine is a known, potent 5-HT2B agonist. 5-HT2B agonism is a 'Hard Kill' liability for chronic CNS indications due to valvular heart disease (mitogenesis in cardiac fibroblasts). The molecule is essentially a metabolic prodrug for a cardiotoxin. With the 50-point penalty applied for this known mechanism-based toxicity, this is a non-starter. Tox Summary: NOT CLEAN (5-HT2B Valvulopathy Risk).",Medium,"N-ethyl (metabolic handle yielding toxic primary amine), Alpha-methyl phenethylamine core (abuse potential/sympathomimetic tox), 3-CF3 phenyl (lipophilicity driver).",0.2,"High risk of cardiovascular adverse events (hypertension, tachycardia) and potential hERG liability due to the lipophilic cationic pharmacophore. 'Hard Kill' advisory caps success.",0.05,"Even if efficacy is shown, the safety margin against valvulopathy will be non-existent. Modern safety audits will flag the 5-HT2B activity immediately.",0.01,Approval for a general CNS indication is impossible given the historical context of this mechanism and the availability of safer SSRIs/SNRIs.,0.1,TERMINATE,"You have submitted Fenfluramine. This molecule is the poster child for mechanism-based toxicity. While it acts as a 5-HT releasing agent, its primary metabolite (norfenfluramine) is a potent 5-HT2B agonist. This mechanism drives mitogenic signaling in cardiac valve interstitial cells, leading to valvular heart disease and pulmonary arterial hypertension (PAH). This specific liability caused the massive 'Fen-Phen' withdrawal in 1997. While recently repurposed for Dravet syndrome (Fintepla) under draconian REMS monitoring, proposing this scaffold/mechanism for a general CNS indication is clinical suicide due to the required cardiac safety margins."
Dexfenfluramine,Dexfenfluramine (Redux),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1996,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-VIFPVBQESA-N,66265,OK,1996.0,92,"Physicochemically, this is a seductive trap. The molecule is a textbook CNS penetrant: MW ~230, cLogP ~3.2, and low TPSA ensure rapid brain exposure. However, the structure is a fluorinated amphetamine derivative containing a labile N-ethyl group. Chemically, this N-ethyl substituent is a 'metabolic fuse'; rapid CYP-mediated N-dealkylation will generate the primary amine metabolite. As highlighted in the Bio-Advisory, this primary amine metabolite is the driver of potent 5-HT2B agonism. In modern medicinal chemistry, 5-HT2B agonism is an absolute exclusion criterion due to the mechanism-based risk of valvular heart disease (fibrosis). While the parent molecule possesses 'Goldilocks' CNS properties, the metabolic trajectory leads directly to a cardiotoxic endpoint. The Bio-Advisory's 'TERMINATE' verdict is chemically sound; the scaffold cannot be de-risked without destroying the pharmacophore. This is a hard kill.",Low,"N-ethyl group (Metabolic precursor to active primary amine), 3-CF3-phenethylamine core (5-HT2B pharmacophore)",0.1,Severe safety signal identified in advisory. 5-HT2B agonism is a major regulatory hurdle for any new CNS agent.,0.05,"Efficacy is irrelevant if the safety margin for valvulopathy is non-existent. Only niche, high-mortality indications (e.g., Dravet) might tolerate this risk.",0.01,Commercial viability for broad CNS indications is zero due to the historical stigma and defined mechanism of toxicity.,0.05,TERMINATE,"You have submitted Fenfluramine. This is not a drug candidate; this is a history lesson in pharmacovigilance failure. While it acts as a 5-HT releasing agent, its primary metabolite (norfenfluramine) is a potent 5-HT2B agonist. 5-HT2B agonism on cardiac valvular interstitial cells drives mitogenesis and fibrosis, leading to the catastrophic valvular heart disease and pulmonary hypertension that caused the 'Fen-Phen' withdrawal. While low-dose formulations exist for rare epilepsy (Dravet), for any broad CNS indication, this mechanism is a non-starter. The cardiovascular liability is intrinsic to the scaffold's pharmacology."
Nefazodone,Nefazodone (Serzone),SARI,5-HT2A receptor antagonist and SERT inhibition,Depression,Approved,1994,2003,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,4449,OK,1994.0,98,"This structure is a medicinal chemistry cautionary tale. You have taken a scaffold known for 'dirty' pharmacology and added gratuitous lipophilicity. The molecule features a 3-chlorophenylpiperazine tail—a promiscuous motif notorious for off-target binding (Alpha-1, hERG) and bioactivation risks. With a cLogP likely exceeding 5.0 and a MW approaching 500, this compound relies on 'Grease Affinity' rather than specific interactions. The 3-carbon linker connecting the basic piperazine nitrogen to the lipophilic triazolone core creates a textbook hERG pharmacophore (Basic Center + Spacer + Aromatic/Hydrophobic Cluster). Furthermore, the high lipophilicity combined with the anticipated high clinical dose (due to poor metabolic stability) triggers the 'Rule of Two' for Drug-Induced Liver Injury (DILI). The Bio-Advisory confirms that this scaffold is a liver toxin, likely generating reactive quinone-imine intermediates that deplete glutathione. This is not a viable NCE; it is a hepatotoxin with a side effect of antidepressant activity. Tox Summary: NOT CLEAN.",Low,"3-chlorophenylpiperazine (Quinone-imine formation), Triazolone core (Idiosyncratic toxicity), Propyl/Phenoxyethyl chains (High oxidative clearance sites).",0.1,High probability of hERG channel blockade and early transaminase elevations in healthy volunteers. The safety margin will be non-existent.,0.05,"While target engagement (SERT/5-HT2A) is likely, the dropout rate due to adverse events (sedation, liver signals) will be prohibitive.",0.01,Idiosyncratic liver failure is a commercial death sentence for a depression drug. Regulatory approval is highly unlikely given the structural precedence of toxicity.,0.05,TERMINATE,"You have presented the structure of Nefazodone. While the SARI mechanism (5-HT2A antagonism + SERT inhibition) is biologically validated for depression, this specific scaffold is a clinical pariah. The molecule requires massive daily dosing (300-600 mg/day) to achieve CNS efficacy, placing an immense metabolic burden on the liver. Historically, this structure is linked to severe, idiosyncratic Drug-Induced Liver Injury (DILI) resulting in liver failure, transplants, and death. The mechanism of toxicity involves metabolic activation to reactive quinone-imine intermediates, BSEP inhibition, and mitochondrial toxicity. The biological target is sound, but the chemical execution is a liver-killing liability."
Flupirtine,,Analgesic,Kv7 (KCNQ) potassium channels (Opener),Pain,Approved,1986 (Germany),2018,Serious liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,JUUFBMODXQKSTD-UHFFFAOYSA-N,53276,OK,1986.0,96,"The Biological Advisory is structurally irrefutable. While the molecule presents an attractive low MW (~304) and cLogP (~2.2) for a CNS candidate, these 'Goldilocks' properties are a façade masking a fatal metabolic flaw. The core scaffold is a 2,3,6-triaminopyridine. Chemically, this is an extremely electron-rich system that serves as a prime substrate for oxidative bioactivation. As noted in the advisory, P450 metabolism will strip electrons from this core to generate a quinone-diimine species—a potent electrophile that acts as a glutathione sink and a hapten for hepatic proteins. Furthermore, the HBD count of 4 is high for a CNS agent, creating an efflux liability that necessitates the high clinical dosing (100mg+) mentioned, thereby guaranteeing the toxic threshold is exceeded. This is a textbook 'Rule of Two' violation: a lipophilic, reactive amine administered at high doses. It is a structural death trap.",Low,"2,3,6-triaminopyridine core (Quinone-diimine precursor), Primary amine (bioactivation risk)",0.1,"High risk of transaminase elevation. Even if acute safety is passable, the mechanism implies idiosyncratic toxicity.",0.05,Efficacy is irrelevant when the therapeutic window is closed by severe DILI risk.,0.01,The advisory confirms historical withdrawal. This structure has no path to regulatory approval.,0.1,TERMINATE,"This molecule is Flupirtine. While the KCNQ (Kv7) potassium channel opener mechanism is biologically validated for non-opioid analgesia, this specific scaffold is a metabolic death trap. The electron-rich 2,3,6-triaminopyridine core is a substrate for oxidation, generating a highly reactive quinone diimine metabolite. At the requisite high clinical dose (100mg TID/QID), this bioactivation overwhelms hepatic glutathione reserves, leading to severe, unpredictable, and fatal idiosyncratic Drug-Induced Liver Injury (DILI). The EMA withdrew this drug in 2018 for this exact reason. Reviving this structure ignores a definitive historical toxicology lesson."
Pergolide,Pergolide (Permax),Dopamine agonist,"D1, D2, and D3 receptors and 5-HT2B receptor",Parkinson,Approved,1988,2007,Cardiac valvulopathy,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-MZMPZRCHSA-N,47811,OK,1988.0,95,"Physicochemically, this molecule is a deceptive trap. The metrics (MW ~315, cLogP ~3.7, TPSA ~25) suggest elite CNS penetration, but this is a 'Trojan Horse'. The tetracyclic ergoline scaffold is chemically rigid, which boosts potency, but it is historically notorious for kinome and GPCR promiscuity—specifically failing to discriminate between Dopamine and Serotonin sub-receptors. The pendant methylthioether at the 8-position is a distinct metabolic liability; S-oxidation to the sulfoxide/sulfone is inevitable, introducing chirality issues and polarity shifts that will destabilize PK. However, the structural audit is superseded by the Bio-Advisory: this specific pharmacophore aligns perfectly with 5-HT2B agonism. In the modern era, developing an ergoline for chronic CNS indications is malpractice due to the established link to cardiac valvulopathy. You have designed a potent, brain-penetrant heart toxin. Tox Summary: NOT CLEAN.",Low,"Thioether (S-oxidation/metabolic switching), Ergoline core (5-HT2B valvulopathy pharmacophore), Indole (oxidative instability)",0.2,"While acute toxicity might be manageable, the hERG risk associated with basic amines on lipophilic ergoline cores, combined with the thioether metabolic liability, creates a high barrier.",0.05,"Efficacy in Parkinson's is likely given the scaffold's history, but the 5-HT2B liability will likely manifest as cardiac signals or be flagged by regulators immediately, terminating the program.",0.01,Regulatory approval for this scaffold is statistically zero in the modern safety landscape due to the valvulopathy risk.,0.05,TERMINATE,"This structure corresponds to Pergolide, an ergoline-based dopamine agonist. While the primary target (D2 agonism) is validated for Parkinson's, this specific scaffold is a biological pariah. The ergoline ring system possesses potent off-target agonist activity at the 5-HT2B receptor. Chronic activation of 5-HT2B drives mitogenic signaling in cardiac valve interstitial cells, leading to fibrotic valvulopathy. Pergolide was withdrawn from the US market in 2007 for this exact reason. In the modern regulatory environment, an ergoline dopamine agonist is 'guilty until proven innocent' regarding cardiac safety. You are resurrecting a known killer."
Sertindole,Sertindole (Serdolect; suspension/restricted return),Atypical antipsychotic,"D2, 5-HT2A, and 5-HT2C receptors; also potent hERG channel blocker",Schizophrenia,Approved,1970,1998,QT prolongation / sudden death signal,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,60149,OK,1970.0,96,"This molecule is a structural masterclass in how to design a hERG channel blocker rather than a safe CNS drug. The architecture features a massive, lipophilic 'slab' (the 1-(4-fluorophenyl)-5-chloroindole) directly coupled to a basic piperidine nitrogen (pKa ~9). This precise spatial arrangement—a basic center flanked by a large hydrophobic domain—maps perfectly onto the Kv11.1 (hERG) pharmacophore, guaranteeing potent IKr inhibition and QT prolongation. The cLogP is excessively high (likely >5.0), violating the 'Grease Tax' and ensuring that affinity is driven by non-specific hydrophobic interactions rather than precise molecular recognition (low LipE). While the imidazolidinone tail attempts to moderate TPSA for CNS penetration, it cannot offset the cardiac liability of the core. The Bio-Advisory confirms this structural diagnosis, flagging a history of lethal arrhythmias. This is a 'Hard Kill' scenario; the therapeutic window is non-existent. Tox Summary: Not Clean (Severe hERG Liability).",Medium,"N-phenyl-5-chloroindole moiety (hERG anchor), Basic piperidine nitrogen (hERG pharmacophore center)",0.15,"Hard Kill Alert: The structural hERG pharmacophore is undeniable. Phase 1 safety data will likely show QT prolongation, capping progression probability at the 'Hard Kill' limit.",0.2,"While the D2/5-HT2A pharmacophore suggests efficacy, the therapeutic index will be razor-thin. Attrition due to cardiac safety signals in patients is highly probable.",0.02,"Commercial viability is near zero. Even if approved, it would carry 'Black Box' restrictions (ECG monitoring) that render it uncompetitive against cleaner atypical antipsychotics.",0.0006,TERMINATE,"This structure corresponds to Sertindole, a 'zombie' asset in the pharmacopeia. While the central mechanism (D2/5-HT2A antagonism) is validated for psychosis, this specific phenylindole scaffold is a biological hazard. It possesses intrinsic, potent affinity for the hERG potassium channel (Kv11.1), leading to severe QTc prolongation and Torsades de Pointes. Historically, this led to market withdrawal and subsequent reintroduction with 'Black Box' restrictions requiring ECG monitoring. In a modern development pipeline, a CNS candidate with this degree of cardiac liability is a non-starter. Furthermore, reliance on CYP2D6 and CYP3A4 for clearance introduces significant drug-drug interaction risks in a polypharmacy patient population. The liver burden is secondary here; the heart is the primary organ of attrition."
Droperidol,Droperidol (use restrictions/black box),D2 antagonist,Dopamine D$_2$ receptor; also blocks hERG channels,Antiemetic / sedation,Approved,1957,2001,QT prolongation / torsades warning,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,OK,1957.0,96,"Physicochemically, this molecule is a 'Siren Song'. The metrics are deceptively perfect for CNS penetration: MW < 400, cLogP ~3.0-3.5, and TPSA ~50 Å². It will cross the BBB effortlessly. However, structurally, it is a textbook 'Hard Kill' for cardiac safety. The architecture consists of a high-pKa basic amine (tetrahydropyridine) linked via a flexible 3-carbon tether to a lipophilic fluorophenyl ketone. This is the canonical pharmacophore for potent hERG channel blockade (trapping in the pore via pi-stacking with F656/Y652). While the benzimidazolinone headgroup provides potent D2 engagement, the lack of auxiliary pharmacophores for 5-HT2A modulation suggests a 'cataleptic' profile with high EPS liability. The Bio-Advisory penalty is fully justified; this scaffold trades liver toxicity for immediate cardiac arrest. It is a historical artifact that has no place in a modern pipeline. Tox Summary: NOT CLEAN (Severe hERG Liability + EPS Risk).",Medium,"Fluorobutyrophenone tail (hERG pharmacophore), Tetrahydropyridine (Bioactivation risk via iminium formation)",0.1,High risk of QT prolongation and Torsades de Pointes. Safety margins will be non-existent.,0.05,"Even if cardiac safety is managed, the 'Typical' antagonist profile guarantees Extrapyramidal Symptoms (EPS), limiting efficacy/tolerability.",0.01,Commercial non-starter. Black Box warnings for arrhythmias and inferior tolerability compared to Atypicals make this unmarketable.,0.05,TERMINATE,"You have submitted a classic Butyrophenone (specifically Droperidol). While D2 antagonism is a validated mechanism for psychosis and emesis, this specific chemical scaffold is a historical 'graveyard' for QT prolongation. The fluorobutyrophenone tail is a known pharmacophore for potent hERG channel blockade, leading to Torsades de Pointes (Black Box Warning territory). Furthermore, pure D2 antagonism without 5-HT2A modulation (Atypical profile) guarantees Extrapyramidal Symptoms (EPS), hyperprolactinemia, and Tardive Dyskinesia. In the modern CNS landscape, developing a 'Typical' antipsychotic with this cardiac liability is clinical malpractice. The liver won't fail, but the heart rhythm will."
Propoxyphene,Propoxyphene (Darvon/Darvocet),Opioid agonist,_-opioid receptor; also inhibits hERG channels (reason for withdrawal),Pain,Approved,1993,2010,Serious cardiac toxicity/arrhythmias,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N,10100,OK,1993.0,98,"This NCE is a deceptive pharmacological trap. While the physicochemical properties (MW ~340, TPSA ~29) suggest excellent BBB penetration, the structural arrangement is a textbook definition of a hERG blocker. The molecule features a basic amine (pKa > 9) connected by a short chiral linker to a massive hydrophobic 'grease ball' (diphenyl quaternary center). This topology perfectly satisfies the pharmacophore for IKr channel blockade. Furthermore, the N,N-dimethylamine moiety is a metabolic liability; rapid CYP-mediated N-demethylation is chemically inevitable. As highlighted in the Bio-Advisory, this generates a secondary amine metabolite (nor-analogue) which typically exhibits slower clearance and enhanced hERG affinity compared to the parent, creating a 'toxic timebomb' effect. The propionate ester adds further instability via hydrolysis. The combination of high lipophilicity, guaranteed metabolic activation to a cardiotoxin, and the Bio-Advisory's historical confirmation of lethality mandates immediate termination. Tox Summary: Not Clean.",Low,"N,N-dimethylamine (precursor to toxic secondary amine), Diphenyl quaternary center (hERG anchor), Propionate ester (hydrolysis liability)",0.1,Immediate failure predicted due to QT prolongation driven by both parent and metabolite hERG blockade.,0.05,Therapeutic index is non-existent; efficacy doses will overlap with cardiotoxic concentrations.,0.0,Zero probability of commercial viability given the historical withdrawal and fatal safety profile cited in the advisory.,0.05,TERMINATE,"This molecule is Dextropropoxyphene. It is a clinical ghost that haunts the graveyard of withdrawn drugs. While the Mu-opioid target is validated, this specific scaffold is metabolically cursed. It undergoes N-demethylation to form Norpropoxyphene, a potent cardiotoxin with a long half-life that blocks hERG channels, leading to QT prolongation and fatal arrhythmias. It was withdrawn from the US and EU markets for having a therapeutic index so narrow it is practically a line. It offers weak analgesia with a high burden of cardiotoxicity and overdose lethality. Do not resuscitate."
