compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Tramiprosate,Tramiprosate (Alzhemed),Amyloid aggregation mod.,Amyloid-beta (A-beta) monomers (prevents aggregation),Alzheimer disease,Phase 3,,2007,Phase 3 not significantly better than placebo; development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C(CN)CS(=O)(=O)O,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,1646,OK,2007.0,82,"The molecule is a low-molecular-weight, zwitterionic amino-sulfonic acid fragment. From a medicinal chemistry perspective, it is structurally deficient for typical drug discovery campaigns. With a cLogP deeply in the negative range, it possesses zero lipophilic efficiency (LipE) and relies entirely on electrostatic interactions, lacking the hydrophobic core required for high-affinity binding to standard druggable pockets (kinases, GPCRs). Passive permeability is effectively non-existent due to the zwitterionic charge state; oral bioavailability and CNS penetration would be entirely dependent on fortuitous active transport (e.g., solute carriers). While the sulfonate moiety renders it metabolically inert and chemically stable, the molecule lacks the complexity and lipophilicity to be a viable NCE lead. It resembles an endogenous osmolyte or neurotransmitter mimic rather than a designed inhibitor. Tox Summary: Clean.",High,None,0.95,Structurally inert with no toxicophores. High solubility and rapid renal clearance expected. Low risk of off-target toxicity due to lack of hydrophobic binding.,0.1,"High risk of efficacy failure. The molecule lacks the potency features (LipE) to drive target engagement at reasonable doses, and poor passive permeability limits intracellular access.",0.05,Commercial viability is low due to lack of patentability (likely known chemical space) and high probability of efficacy failure in late-stage trials.,0.005
Bitopertin,Bitopertin (RG1678),GlyT1 inhibitor,Glycine Transporter 1 (GlyT1),Negative symptoms / sub-optimally controlled symptoms of schizophrenia,Phase 3,,2014,Primary issue: Phase 3 efficacy failures (no consistent benefit),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H](C(F)(F)F)OC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)F,YUUGYIUSCYNSQR-LBPRGKRZSA-N,24946690,OK,2014.0,28,"This molecule is a textbook example of 'Metabolic Armoring' but suffers from 'Molecular Obesity'. The scaffold features a sophisticated balance of polarity (sulfone) and lipophilicity (heavily fluorinated moieties). 

1. **Physicochemicals**: The MW (~543 Da) violates the Rule of 5, triggering a 'Brick' warning. However, the TPSA (~85 Å²) and HBD count (0) are optimized for membrane permeability. The cLogP is likely in the 3.5-4.5 range, pushed high by the 7 fluorine atoms but anchored by the sulfone.
2. **Metabolic Stability**: Exceptional. The chiral trifluoro-isopropyl ether is a 'Teflon' motif, effectively blocking O-dealkylation. The pyridine ring is electron-deficient (F, CF3), resisting oxidative metabolism, though C6-oxidation by Aldehyde Oxidase is a theoretical risk. The sulfone is metabolically inert.
3. **Safety/hERG**: The piperazine nitrogen attached to the electron-deficient pyridine has a significantly suppressed pKa (< 5), eliminating the cationic center required for hERG blockade. This is a masterclass in avoiding cardiotoxicity in a linker often plagued by it.
4. **Developability**: The high fluorine count suggests high lipophilicity-driven potency, which can mask poor binding efficiency (LipE). Solubility may be limited by the rigid, crystalline nature of the sulfone-benzamide core ('Brick Dust' risk).

Tox Summary: Clean. No structural alerts for genotoxicity or reactive metabolites.",High,None identified. Theoretical risk of Aldehyde Oxidase activity on the pyridine C6 position.,0.85,Superior safety profile designed into the structure. Low hERG risk (low basicity) and blocked metabolic soft spots suggest clean Phase 1.,0.45,"High potency expected, but MW > 500 and high lipophilicity may lead to bioavailability or solubility challenges (Class II/IV). P-gp efflux could limit CNS exposure if that is the intended compartment.",0.25,"Commercial viability is strong, but the heavy halogenation and molecular weight increase the risk of idiosyncratic toxicity or off-target accumulation in chronic dosing.",0.095
Pomaglumetad,Pomaglumetad methionil (LY2140023),mGluR2/3 agonist,Metabotropic glutamate receptors 2 and 3 (mGluR2/3),Schizophrenia,Phase 3,,2012,No efficacy vs placebo (development stopped by sponsor),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1[C@]([C@@H]2[C@H]([C@@H]2S1(=O)=O)C(=O)O)(C(=O)O)N,AVDUGNCTZRCAHH-MDASVERJSA-N,9834591,OK,2012.0,38,"This molecule is the absolute antithesis of the 'Grease Ball'—a hyper-polar, rigidified amino acid mimetic. While Ligand Efficiency (LE) is likely at the theoretical maximum due to the low MW (~235) and pre-organized bicyclic core, the physicochemical profile is hostile to passive diffusion. With a TPSA > 130 Å² on such a small frame and zwitterionic character, oral bioavailability and BBB penetration will be negligible without active transport or a prodrug strategy. It is metabolically bulletproof (likely renal clearance) but pharmacokinetically challenged. It represents a 'Warhead' that requires a delivery vehicle. Tox Summary: Clean.",High,None (High polarity promotes rapid renal clearance),0.85,"Excellent safety profile expected. Extreme polarity precludes common lipophilic toxicity liabilities (hERG, DILI, phospholipidosis). Main risk is on-target exaggeration (excitotoxicity) if selectivity is poor.",0.35,"Target engagement is the primary failure mode. Unless this molecule is a substrate for a high-capacity transporter (e.g., LAT1) or administered as a prodrug, CNS exposure will be insufficient for efficacy.",0.2,"Chronic safety is likely benign, but commercial viability is threatened by the complexity of formulation or prodrug requirements needed to overcome the poor ADME properties.",0.25
Preladenant,,Adenosine A2A antagonist,Adenosine A2A receptor,"Parkinson disease (motor symptoms, adjunct)",Phase 3,,2013,No evidence of efficacy vs placebo in Phase 3,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,DTYWJKSSUANMHD-UHFFFAOYSA-N,10117987,OK,2013.0,72,"This molecule is a 'Polar Heavyweight' that exhibits significant developability liabilities. The core scaffold is a nitrogen-dense fused heteroaromatic system decorated with a Furan ring—a 'Hard Kill' structural alert in modern medicinal chemistry due to the high risk of metabolic bioactivation (opening to reactive dicarbonyls) and subsequent hepatotoxicity. While the methoxy-ethoxy-phenyl tail attempts to salvage solubility ('PEG-lite' strategy), it inflates the Molecular Weight (~477 Da) and pushes TPSA well above 110 Å², severely compromising passive BBB permeability for a CNS target. Furthermore, the basic piperazine nitrogen linked by a flexible ethyl spacer to the aromatic core creates a textbook hERG pharmacophore (Basic Center + Linker + Hydrophobic Flanks). The molecule appears to be an affinity-driven binder where physicochemical properties were sacrificed, resulting in a compound with high attrition risk due to bioavailability and toxicity. Tox Summary: Not Clean.",Low,"Furan ring (Bioactivation/MBI risk), Exocyclic aminotriazine (idiosyncratic tox risk), Basic piperazine (hERG liability).",0.45,High risk of hERG channel inhibition and potential for reactive metabolite formation (Furan) limits the safety margin.,0.25,"Poor CNS MPO scores (High TPSA, High MW) suggest difficulty achieving therapeutic concentrations in the brain without massive systemic exposure.",0.1,Chronic safety concerns regarding the furan moiety and potential lack of efficacy due to poor target residence time or distribution.,0.011
Isradipine,Isradipine (CR),Calcium channel blocker,L-type voltage-gated Ca2+ channels (investigated for Parkinson's),Disease modification in early Parkinson,Phase 3,,2020,No slowing of clinical progression vs placebo (STEADY-PD III),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,OK,2020.0,22,"The candidate is a textbook 1,4-dihydropyridine (DHP) scaffold, a privileged architecture for voltage-gated ion channel modulation. The incorporation of a 2,1,3-benzoxadiazole (benzofurazan) system at the C4 position is a sophisticated bioisosteric replacement for the canonical ortho-nitrophenyl moiety; this likely maintains the critical perpendicular conformation required for potency while potentially improving LipE and avoiding nitro-reductase liabilities. Physicochemical properties are elite: MW < 400 and cLogP ~3.0 place this firmly in the 'Goldilocks' zone for oral bioavailability. However, the DHP core carries an inherent 'Metabolic Tax': it is highly susceptible to CYP-mediated aromatization to the inactive pyridine, driving rapid clearance and short half-life. Additionally, DHPs are notoriously photolabile, creating significant CMC/formulation challenges. While chemically elegant, the metabolic instability of the core prevents a top-tier score. Tox Summary: Clean, barring class-effect vasodilation.",Low,"1,4-Dihydropyridine core (Rapid oxidative aromatization), Benzofurazan (Potential reductive liability)",0.85,Physicochemical properties are ideal for oral absorption. Safety risks are likely mechanism-based (hemodynamic) rather than off-target toxicity.,0.65,The scaffold is historically validated for high potency and target engagement. Efficacy is highly probable.,0.45,"Commercial viability depends on half-life extension (formulation) due to rapid DHP metabolism, but the molecule itself is a strong candidate.",0.25
NXY-059,,Free-radical trap,Free radicals (nitrone spin trap),Acute ischemic stroke,Phase 3,,2006,SAINT II negative for endpoints ‚Üí development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+],XLZOVRYBVCMCGL-BPNVQINPSA-L,6440181,OK,2006.0,88,"This molecule is a physicochemical paradox: a reactive chemical probe trying to masquerade as a therapeutic. The structure features a nitrone moiety—a 'spin trap' typically used in EPR spectroscopy to capture free radicals—anchored to a benzene ring with two sulfonic acid groups. 

1. **Permeability Void**: The presence of two permanent negative charges (sulfonates) creates a 'Polarity Brick.' With a cLogP likely below -2.0 and TPSA > 140 Å², passive membrane diffusion is non-existent. It violates every CNS MPO rule in the book. 
2. **Mechanism Flaw**: As a radical scavenger, it requires stoichiometric concentrations (molar equivalents to the radicals) rather than catalytic potency (nanomolar affinity). This necessitates massive dosing. 
3. **Developability**: Oral bioavailability is zero (Class III/IV). This is strictly an IV infusion product. 

It relies entirely on pathological membrane leakiness for distribution. It is not a drug; it is a water-soluble reagent. Tox Summary: Clean (likely restricted to extracellular space and rapidly excreted renally).",High (Renal Clearance Dominates),"Nitrone (Reactive Warhead/Michael Acceptor), Bis-sulfonate (Distribution Liability)",0.85,High water solubility and restriction to the extracellular compartment typically result in a clean safety profile in Phase 1 (low DILI/hERG risk).,0.1,"Efficacy failure is highly probable. The 'radical scavenging' hypothesis has a catastrophic track record, and the molecule's inability to cross healthy membranes limits target engagement.",0.05,"Even if it limps through P2, the commercial utility of an IV-only acute therapy with a dubious mechanism is minimal.",0.004
Gavestinel,,NMDA glycine-site antagonist,NMDA receptor glycine binding site,Acute stroke neuroprotection,Phase 3,,2000,No improvement in functional outcome (GAIN International),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1=CC=C(C=C1)NC(=O)/C=C/C2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O,WZBNEZWCNKUOSM-VOTSOKGWSA-N,6450546,OK,2000.0,60,"This molecule features a 4,6-dichloroindole-2-carboxylic acid core linked to an N-phenylcinnamamide derivative. While the molecular weight (375 Da) is attractive, the physicochemical profile is fundamentally conflicted for its implied CNS target (NMDA/Glycine site antagonist pharmacophore). The free carboxylic acid ensures the molecule is predominantly anionic at physiological pH, creating a massive penalty for passive blood-brain barrier permeability (low Kp,uu). While the dichloro-substitution effectively blocks metabolic hotspots on the indole, it adds significant lipophilicity ('grease') to the core. Most critically, the alpha-beta unsaturated amide linker represents a Michael acceptor structural alert. Although electron donation from the indole ring likely attenuates its electrophilicity relative to a standard acrylamide, it remains a liability for covalent protein binding, haptenization, and idiosyncratic toxicity. The design sacrifices developability (CNS penetration) and safety (reactivity risk) for potency. Tox Summary: Not Clean (Michael Acceptor + Acyl Glucuronide risk).",High,"Alpha-beta unsaturated amide (Michael acceptor), Dichloroaniline substructure (potential hydrolysis), Carboxylic acid (Acyl glucuronide formation)",0.7,"Reasonable metabolic stability and deactivated Michael acceptor likely permit passage through Phase 1 safety, though acyl glucuronide formation is a watch-out.",0.2,"High risk of efficacy failure. The anionic nature of the carboxylic acid severely limits CNS exposure, making target engagement in the brain difficult without active transport.",0.1,"If efficacy is marginal, the chronic safety risks associated with the Michael acceptor and potential immunogenicity will likely terminate the program.",0.014
Aptiganel,Aptiganel (Cerestat; CNS-1102),NMDA receptor antagonist,NMDA receptor ion channel (non-competitive),Acute ischemic stroke,Phase 2/3,,2001,"Lack of efficacy and serious safety concerns, including a trend toward increased mortality in clinical trials",clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N,BFNCJMURTMZBTE-UHFFFAOYSA-N,60840,OK,2001.0,72,"This molecule is a textbook example of 'Old School' CNS medicinal chemistry that fails modern developability criteria. While the MW (303) is attractive, the cLogP (~4.8) is excessively high, resulting in a poor Lipophilic Efficiency (LipE) profile unless potency is sub-nanomolar. The structure is a 'Grease Ball' with a basic handle. 

1. **Structural Liabilities**: The 1-Naphthalene moiety is a 'lazy' hydrophobic anchor that introduces significant metabolic risks (1,2-epoxidation, quinone formation) and poor aqueous solubility. 
2. **Safety/hERG**: The combination of a basic guanidine core (pKa ~9-10) flanked by two lipophilic aromatic systems (Naphthalene and 3-Ethylphenyl) creates a quintessential Cationic Amphiphilic Drug (CAD) profile. This is a high-probability hERG pharmacophore and a risk for phospholipidosis. 
3. **CNS MPO**: While TPSA (~50) and MW favor brain penetration, the high lipophilicity suggests high non-specific binding (low fu_brain) and a narrow therapeutic index due to off-target promiscuity (likely hitting multiple GPCRs and ion channels). 

Tox Summary: Not Clean (hERG, Bioactivation, Promiscuity).",Low,"Naphthalene ring (Epoxidation/Bioactivation), Guanidine core (hERG/Promiscuity), Benzylic ethyl (Oxidation)",0.45,High risk of CNS side effects (psychotomimetic) and QT prolongation due to the hERG pharmacophore. Phase 1 failure risk is elevated by the narrow therapeutic window typical of lipophilic ion channel blockers.,0.15,"Even if safety is managed, the 'Grease Tax' implies poor target residence time selectivity. High lipophilicity often correlates with high clearance and variable exposure, complicating dose finding in efficacy trials.",0.05,Chronic toxicity concerns regarding the naphthalene metabolite burden and cumulative phospholipidosis risk would likely derail registration.,0.1
Telcagepant,Telcagepant (MK-0974),CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Acute migraine,Phase 3,,2011,Liver enzyme elevations / DILI concern � development discontinued,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1C[C@H](C(=O)N(C[C@@H]1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(NC4=O)N=CC=C5,CGDZXLJGHVKVIE-DNVCBOLYSA-N,11319053,OK,2011.0,82,"This molecule is a textbook case of 'Molecular Obesity' and 'Medicinal Chemistry Hubris'. With a Molecular Weight > 560 and TPSA > 110, it flagrantly violates CNS MPO guidelines (Target MW < 450, TPSA < 90). The structure is a neutral, lipophilic 'brick' containing 5 fluorine atoms, relying on sheer hydrophobic bulk to drive affinity. The absence of a basic center (pKa < 7) guarantees solubility-limited absorption (BCS Class II/IV) and high plasma protein binding. The combination of the azepan-2-one core and the fused imidazopyridinone creates a complex metabolic landscape prone to idiosyncratic toxicity. Specifically, high-dose neutral lipophiles in this MW range are statistically linked to DILI (Drug-Induced Liver Injury) via BSEP inhibition or reactive metabolite formation. While likely potent against its target (presumably a PPI like CGRP), the developability liabilities render it a clinical minefield. Tox Summary: NOT CLEAN (High DILI Risk).",Low,"Imidazo[4,5-b]pyridin-2-one (bioactivation risk), Benzylic azepane positions (oxidation hot spots), High Fluorine Load (metabolic defluorination risk).",0.75,"Likely to pass acute safety and hERG (due to lack of basic center), but PK variability will be high due to solubility limits.",0.6,"Potency and target engagement are likely sufficient for efficacy, assuming exposure targets can be met.",0.05,CRITICAL FAILURE RISK. The 'Rule of Two' (High Lipophilicity + High Dose) combined with the complex heterocyclic scaffold signals a massive risk of idiosyncratic liver toxicity (DILI) in chronic dosing.,0.02
Avoralstat,Avoralstat (BCX4161),Plasma kallikrein inhibitor,Plasma Kallikrein,Hereditary angioedema,Phase 3,,2018,Poor PK with insufficient systemic exposure,clinical_failure,Immunology,pk_adme,low_exposure_pk_failure,Discontinued for efficacy,COC1=CC(=C(C=C1C=C)C(=O)NC2=CC=C(C=C2)C(=N)N)C3=C(N=C(C=C3)C(=O)NCC4CC4)C(=O)O,TUWMKPVJGGWGNL-UHFFFAOYSA-N,86566678,OK,2018.0,88,"This molecule is a medicinal chemistry 'crime scene'. It combines a highly basic benzamidine (pKa ~11) with a carboxylic acid, creating a zwitterionic 'brick' with TPSA > 140 Å², guaranteeing negligible oral bioavailability. Worse, the inclusion of a naked vinyl group (styrene motif) on the aromatic core is a 'Hard Kill' structural alert. Styrenes are metabolic magnets for P450-mediated epoxidation, leading to reactive metabolites, hepatotoxicity, and genotoxicity risks. While likely a potent serine protease inhibitor (Factor Xa/Thrombin) in vitro, it fails every developability metric for a chronic drug. It looks like a raw HTS hit or a toxic tool compound.",Low,"Vinyl group (Styrene epoxide risk), Unsubstituted Benzamidine (Promiscuity/Poor Permeability)",0.15,High risk of DILI and genotoxicity due to the styrene moiety. Zwitterionic nature complicates formulation and safety margins.,0.05,"Oral bioavailability will be near zero. Unless this is an IV-only acute therapy (which still suffers from the tox risk), it fails here.",0.01,"Commercial viability is non-existent due to superior, safer competitors (e.g., Apixaban) and the structural liabilities present.",0.01
Olcegepant,,CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Migraine,Phase 2,,2004,Low oral bioavailability limiting development,clinical_failure,CNS,pk_adme,poor_bioavailability,Discontinued for PK/ADME,C1CN(CCC1N2CC3=CC=CC=C3NC2=O)C(=O)N[C@H](CC4=CC(=C(C(=C4)Br)O)Br)C(=O)N[C@@H](CCCCN)C(=O)N5CCN(CC5)C6=CC=NC=C6,ITIXDWVDFFXNEG-JHOUSYSJSA-N,6918509,OK,2004.0,88,"This molecule is a textbook definition of 'Molecular Obesity' and a violation of every cardinal rule of oral drug discovery. With a molecular weight exceeding 800 Da and a TPSA likely >150 Å², this is not a drug candidate; it is an intravenous biological probe. The structure is a linear peptidomimetic 'brick' containing a 3,5-dibromotyrosine moiety—a desperate medicinal chemistry maneuver that adds massive weight (160 Da for two halogens) and introduces significant toxicity risks (thyroid hormone mimicry, uncoupling of oxidative phosphorylation) for the sake of potency. The inclusion of a primary amine (lysine side chain) and multiple amide/urea linkages guarantees zero oral bioavailability and rapid biliary clearance. While the quinazolinone and pyridyl-piperazine termini suggest high affinity for a GPCR target, the physicochemical penalty paid is fatal. This molecule belongs in a target validation kit, not a clinical pipeline. Tox Summary: Not Clean (Thyroid liability, Immunogenicity risk).",Low,"3,5-Dibromophenol (Thyroid tox/uncoupler), Primary aliphatic amine (MAO/AO substrate), Pyridine (CYP inhibition/N-oxide formation), Peptidic backbone (Proteolysis).",0.65,"Likely tolerable via IV infusion in acute settings, but formulation will be difficult due to solubility/aggregation issues. Safety margins compromised by potential off-target thyroid effects.",0.1,"Oral efficacy is impossible due to zero permeability. As an IV therapeutic, it faces immense commercial hurdles and patient compliance barriers compared to small molecule competitors.",0.05,"Commercial viability is near zero for a chronic indication requiring IV administration of a complex, high-COGs peptidomimetic.",0.003
BMS 488043,"BMS-448043 (MKS21EJ435, BMS-043)",HIV-1 attachment inhibitor,HIV-1 gp120 protein,HIV infection,Phase 1,,2005,Discontinued primarily due to poor bioavailability and suboptimal pharmacokinetics,clinical_failure,Infectious,pk_adme,poor_bioavailability,Discontinued for PK/ADME,COC1=CN=C(C2=C1C(=CN2)C(=O)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=C4)OC,DBPMWRYLTBNCCE-UHFFFAOYSA-N,507806,OK,2005.0,22,"This is a sophisticated, late-stage medicinal chemistry construct, likely a viral entry or protease inhibitor. The design is characterized by a 'neutral-rigid' philosophy: the central piperazine is bis-acylated, eliminating basicity and thereby nullifying hERG liability (Cardiac Safety: Elite). The alpha-keto amide (glyoxylyl) linker is a privileged motif for transition-state mimicry, offering directed hydrogen bonding vectors, though it introduces a risk of carbonyl reductase metabolism. The primary liabilities are pharmacokinetic: the bis-methoxy heteroaromatic core is a 'metabolic beacon' for CYP450 O-demethylation, and the high TPSA (>110 Å²) combined with the planar aromatic stacking suggests 'Brick-dust' solubility issues and zero CNS penetration. It is a potent, peripheral drug candidate that requires formulation work. Tox Summary: Clean.",Medium,None (Alpha-keto amide carries reductase liability),0.88,Neutral molecule with no ionizable basic centers significantly reduces hERG and lysosomal trapping risks. Clean structural alerts.,0.55,"Privileged scaffold (azaindole-glyoxylyl) suggests high potency potential. Efficacy risk is standard, but PK (solubility/clearance) is the main attrition vector.",0.35,"If PK hurdles are cleared, the safety profile appears robust for chronic dosing. Commercial viability depends on differentiation in the anti-infective/immunology space.",0.17
DPC-083,,NNRTI,HIV-1 Reverse Transcriptase (Non-nucleoside),HIV infection,Phase 2,,2005,Program discontinued; PK/formulation constraints reported for related series (low solubility / absorption sensitivity),clinical_failure,Infectious,pk_adme,pk_formulation_liability,Discontinued for PK/ADME,C1CC1/C=C/[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C(F)(F)F,UXDWYQAXEGVSPS-GFUIURDCSA-N,5327770,OK,2005.0,42,"The molecule features a highly efficient, compact dihydroquinazolinone core with a quaternary stereocenter bearing a trifluoromethyl group. The physicochemical properties (MW ~315, cLogP ~3.5, TPSA ~58) are tightly controlled, suggesting excellent Lipophilic Efficiency (LipE) and high probability of CNS penetration. However, the **vinylcyclopropane** side chain is a critical structural liability. This motif is chemically 'anxious'; it serves as a potential trap for P450 enzymes, where metabolic attack on the alkene can trigger radical ring opening of the cyclopropane or epoxide formation, leading to mechanism-based inhibition (MBI) or covalent binding (DILI risk). While the scaffold mimics proven bioactive space, this specific linker choice introduces a bioactivation risk that could be mitigated by saturation or substitution with an alkyne. Additionally, the exposed cyclic urea NH groups are prime handles for N-glucuronidation, potentially limiting oral bioavailability. Tox Summary: Not Clean (Vinylcyclopropane bioactivation risk).",Medium,"Vinylcyclopropane (Radical clock/Epoxidation), Cyclic Urea (Glucuronidation handle)",0.65,"Physicochemical properties favor good ADME, but the vinylcyclopropane introduces a risk of reactive metabolite formation which could flag in Ames or hepatotoxicity screens.",0.3,"High potency is expected given the privileged core, but CNS penetration (predicted by properties) poses a risk of off-target neuropsychiatric side effects common to this chemical space.",0.1,Long-term safety is the primary hurdle; chronic exposure to a potential suicide inhibitor or CNS-active agent often leads to attrition in late-stage development.,0.4
Enalkiren,,Direct renin inhibitor,Renin,Hypertension,Phase 2,,2000,Poor absorption and very low oral bioavailability (<2%); short half-life limited chronic oral development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)C[C@@H]([C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC3=CC=C(C=C3)OC)NC(=O)CC(C)(C)N)O)O,KQXVERRYBYGQJZ-WRPDIKACSA-N,60594,OK,2000.0,88,"This molecule is a medicinal chemistry history lesson on how NOT to design an oral drug. It is a massive peptidomimetic 'brick' (MW > 600) designed as a transition-state inhibitor for an aspartyl protease (likely Renin). While it undoubtedly possesses nanomolar affinity, it violates every single rule of developability. 

1. **The Permeability Wall**: With a TPSA approaching 180 Å² and ~8 Hydrogen Bond Donors (HBD), this molecule has effectively zero passive permeability. It is a Class III/IV compound that will require heroic formulation to achieve even 1% oral bioavailability.
2. **The 'Balloon' Penalty**: The structure is floppier than a wet noodle. With >15 rotatable bonds, the entropic penalty upon binding is massive, requiring exceptional enthalpic gains to compensate. This translates to poor physicochemical efficiency.
3. **Metabolic & Safety Liabilities**: The imidazole ring is a classic 'Promiscuity Anchor,' often coordinating with the heme iron of CYP450s (CYP3A4 inhibition risk). The C-terminal vicinal diol is a magnet for Phase II conjugation (glucuronidation), further accelerating clearance of the tiny fraction that might get absorbed.
4. **Structural Bloat**: The use of large lipophilic residues (Cyclohexylalanine, O-methyl-Tyrosine) to chase potency has blown the MW and cLogP out of proportion. 

This is a tool compound, not a clinical candidate. It represents the 'peptidomimetic trap' of the 1990s.",Low,"Imidazole (CYP Inhibition), Vicinal Diol (Phase II Conjugation), Primary Amine (Clearance/hERG risk in this scaffold context).",0.3,"Safety might be acceptable due to lack of absorption, but the trial will likely be halted due to undetectable or sub-therapeutic plasma exposure (PK failure).",0.05,Efficacy is impossible without exposure. The 'Grease Tax' and 'Permeability Wall' ensure this molecule never reaches its target in humans.,0.01,Commercial viability is zero. Cost of goods (COGS) for such a complex chiral synthesis combined with high daily dose requirements (due to poor F%) makes it dead on arrival.,0.05
Zankiren,,Direct renin inhibitor,Renin,Hypertension,Phase 2,,2013,Poor bioavailability / very short half-life cited as key limitation for development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)C[C@@H]([C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CC2=CSC=N2)NC(=O)[C@H](CC3=CC=CC=C3)CS(=O)(=O)N4CCN(CC4)C)O)O,YFDSDRDMDDGDFC-HOQQKOLYSA-N,3086652,OK,2013.0,88,"This molecule is a textbook example of 'Rational Design' failure from the 1990s—a 'Brick' and a 'Balloon' combined. With a Molecular Weight > 700 and Rotatable Bonds > 15, it violates every fundamental rule for oral bioavailability (Lipinski, Veber). While the diol transition-state mimic core suggests nanomolar potency against an aspartyl protease (likely Renin), the physicochemical properties are abysmal. The TPSA (>150 Å²) and floppy linear structure predict oral exposure of < 2%. Furthermore, the N-methylpiperazine tail attached to a lipophilic scaffold creates a classic hERG pharmacophore (Basic amine + Linker + Aromatic/Hydrophobic core). This is a potent in vitro tool compound that will fail in vivo due to PK and safety liabilities. Tox Summary: Not Clean (hERG/BSEP risks).",Low,"N-methylpiperazine (hERG liability), Thiazole (potential bioactivation/ring opening), High MW/Lipophilicity (BSEP inhibition/DILI risk).",0.3,High risk of PK failure (undetectable oral exposure). hERG signal likely in safety pharmacology.,0.1,Efficacy will be unattainable due to poor bioavailability and high clearance. IV administration is the only viable route.,0.01,"Commercial viability is near zero for a chronic indication requiring such a complex, expensive, and poorly absorbed molecule.",0.05
Terlakiren,,Direct renin inhibitor,Renin,Hypertension,Phase 2,,2011,Early renin inhibitor with development hindered by absorption/bioavailability constraints (class-linked),clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)OC(=O)[C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CSC)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)N3CCOCC3)O,UZQBKCWYZBHBOW-YIPNQBBMSA-N,64922,OK,2011.0,78,"This molecule is a 'Peptidomimetic Balloon'—a classic protease inhibitor design (likely Renin) that ignores modern physicochemical rules. With a MW > 600 and TPSA > 160, it is a 'Brick' with negligible oral bioavailability. The high rotatable bond count (>15) creates a massive entropic penalty for binding and permeation. The isopropyl ester is a metabolic liability (rapid hydrolysis), and the thioether is prone to oxidation. While likely potent in vitro, it is a developability nightmare destined for PK failure. Tox Summary: Clean of reactive toxicophores, but functionally toxic due to ADME failure.",Low,"Thioether (S-oxidation), Isopropyl Ester (hydrolysis), Peptide Backbone (proteolysis)",0.65,"Likely safe in acute dosing (peptides are rarely directly toxic), but formulation will be difficult.",0.1,High probability of failure due to poor oral exposure (F% < 5) and rapid clearance.,0.05,"Commercial viability is near zero for a high-dose, poor-exposure peptidomimetic in a chronic indication.",0.05
